# _diffrn_sofware                                   Foxtrot 3.1.1 (2015-01-21 15:39:04)
# Sub_Ave_HfqRydCcfa25_Sample_0009_20447-Ave_HfqRydCcfa25_buffer_0008_19933
# sub-data
q(A-1)              I(q)Sub_Ave_HfqRydCcfa25_Sample_0009_20447        Sig(q)Sub_Ave_HfqRydCcfa25_Sample_0009_20447      
0.0                 nan                                               nan                                               
0.000566686609973   nan                                               nan                                               
0.00113337320888    nan                                               nan                                               
0.00170005978563    nan                                               nan                                               
0.00226674632918    nan                                               nan                                               
0.00283343282843    nan                                               nan                                               
0.00340011927233    nan                                               nan                                               
0.0039668056498     nan                                               nan                                               
0.00453349194977    nan                                               nan                                               
0.00510017816116    nan                                               nan                                               
0.00566686427291    nan                                               nan                                               
0.00623355027394    0.0369076827285                                   0.00150750856404                                  
0.00680023615319    0.0370544583582                                   0.000497084276691                                 
0.00736692189957    0.0381177091047                                   0.000290081016497                                 
0.00793360750202    0.0384669185812                                   0.000215610155903                                 
0.00850029294947    0.0380610646508                                   0.000176306924751                                 
0.00906697823085    0.0378030841798                                   0.000149220627647                                 
0.00963366333508    0.0376178256555                                   0.000135046291856                                 
0.0102003482511     0.0372073403394                                   0.000119360281131                                 
0.0107670329678     0.0371987386934                                   0.00010478840042                                  
0.0113337174742     0.037088366003                                    9.45066795476e-05                                 
0.0119004017591     0.0367740298801                                   8.5856228331e-05                                  
0.0124670858115     0.0365687528997                                   8.2220491197e-05                                  
0.0130337696204     0.0364517960002                                   7.74848517396e-05                                 
0.0136004531746     0.0360201853154                                   7.4746562189e-05                                  
0.0141671364631     0.0357427061251                                   7.19632585708e-05                                 
0.0147338194748     0.0355314996564                                   6.77908432904e-05                                 
0.0153005021986     0.0352561787798                                   6.59642699169e-05                                 
0.0158671846236     0.0350642737063                                   6.33098405239e-05                                 
0.0164338667385     0.0347940685994                                   6.23203388635e-05                                 
0.0170005485323     0.0345103417054                                   5.9440479295e-05                                  
0.017567229994      0.034160507601                                    5.78996648207e-05                                 
0.0181339111125     0.0338497620208                                   5.67819399856e-05                                 
0.0187005918767     0.0335478169561                                   5.50483627135e-05                                 
0.0192672722755     0.0331645486913                                   5.41781670579e-05                                 
0.0198339522979     0.0328455367376                                   5.26950209819e-05                                 
0.0204006319328     0.0323737927794                                   5.18008387955e-05                                 
0.0209673111691     0.0320642748133                                   5.06773457395e-05                                 
0.0215339899958     0.0318083689803                                   4.9136676742e-05                                  
0.0221006684018     0.0314639342116                                   4.85106328343e-05                                 
0.022667346376      0.0310391393156                                   4.72482553081e-05                                 
0.0232340239073     0.0307942356239                                   4.66352244381e-05                                 
0.0238007009848     0.0302906804036                                   4.5608506744e-05                                  
0.0243673775972     0.0298091752808                                   4.47823336343e-05                                 
0.0249340537335     0.0294631865488                                   4.42633332936e-05                                 
0.0255007293828     0.0291334371605                                   4.322447558e-05                                   
0.0260674045338     0.0287781394806                                   4.28144146821e-05                                 
0.0266340791755     0.0283881758827                                   4.19301498452e-05                                 
0.0272007532969     0.028004920259                                    4.14964081863e-05                                 
0.0277674268869     0.0276075601963                                   4.07959259907e-05                                 
0.0283340999344     0.0272503635672                                   4.00083607695e-05                                 
0.0289007724283     0.0268549187284                                   3.9735986527e-05                                  
0.0294674443576     0.0264500038149                                   3.89575683979e-05                                 
0.0300341157112     0.0260545985032                                   3.85886650861e-05                                 
0.0306007864781     0.0255963174806                                   3.79753197643e-05                                 
0.0311674566471     0.0251141522674                                   3.7405245315e-05                                  
0.0317341262072     0.0247836280638                                   3.71494623518e-05                                 
0.0323007951473     0.0243770123324                                   3.6356429275e-05                                  
0.0328674634564     0.0240298655739                                   3.612907885e-05                                   
0.0334341311233     0.0236512129447                                   3.5570528136e-05                                  
0.0340007981371     0.023192728931                                    3.51455667556e-05                                 
0.0345674644866     0.0227908820986                                   3.48460359322e-05                                 
0.0351341301608     0.0223705912584                                   3.42154447923e-05                                 
0.0357007951486     0.0219320776336                                   3.402568941e-05                                   
0.0362674594389     0.0215822158002                                   3.34823296829e-05                                 
0.0368341230207     0.021163599749                                    3.31860351832e-05                                 
0.0374007858829     0.0207482051055                                   3.27951702992e-05                                 
0.0379674480144     0.0203594342963                                   3.22963816242e-05                                 
0.0385341094042     0.0199461015647                                   3.19638623665e-05                                 
0.0391007700412     0.0196616649345                                   3.14691860075e-05                                 
0.0396674299143     0.0192884507637                                   3.12632968866e-05                                 
0.0402340890124     0.0189220769389                                   3.09030540347e-05                                 
0.0408007473246     0.0185400149561                                   3.05595054481e-05                                 
0.0413674048396     0.0181008462935                                   3.02881052104e-05                                 
0.0419340615465     0.0177714143687                                   2.98700494243e-05                                 
0.0425007174342     0.0174268657103                                   2.97390532937e-05                                 
0.0430673724916     0.0170151685127                                   2.9291440212e-05                                  
0.0436340267076     0.0166403901437                                   2.90485092095e-05                                 
0.0442006800713     0.0163236729701                                   2.88019505732e-05                                 
0.0447673325714     0.0159716382282                                   2.8426215479e-05                                  
0.045333984197      0.0156425903464                                   2.83144259751e-05                                 
0.0459006349369     0.0153618119258                                   2.79055345052e-05                                 
0.0464672847801     0.0150455860159                                   2.7770031522e-05                                  
0.0470339337156     0.014655805292                                    2.74382331859e-05                                 
0.0476005817323     0.0143390966733                                   2.7201376956e-05                                  
0.048167228819      0.0140091624417                                   2.70236328744e-05                                 
0.0487338749648     0.0136660300886                                   2.66621037751e-05                                 
0.0493005201586     0.0133621058105                                   2.65547657955e-05                                 
0.0498671643892     0.0130666387408                                   2.62306417118e-05                                 
0.0504338076457     0.0127603228657                                   2.60282035356e-05                                 
0.051000449917      0.0124432710217                                   2.58743282475e-05                                 
0.0515670911919     0.0121316370849                                   2.55327679557e-05                                 
0.0521337314595     0.0118661649154                                   2.54452729934e-05                                 
0.0527003707087     0.0115638656302                                   2.51393977741e-05                                 
0.0532670089283     0.0112776436659                                   2.50354447596e-05                                 
0.0538336461074     0.0109918411843                                   2.47930462313e-05                                 
0.0544002822349     0.0107430505302                                   2.45380231015e-05                                 
0.0549669172997     0.0104833885483                                   2.44700264474e-05                                 
0.0555335512907     0.0102069240819                                   2.41598753758e-05                                 
0.0561001841969     0.0099385016744                                   2.40953406155e-05                                 
0.0566668160071     0.009684344022                                    2.38290971461e-05                                 
0.0572334467105     0.00949617932607                                  2.36669456756e-05                                 
0.0578000762958     0.00928053092487                                  2.35368819001e-05                                 
0.058366704752      0.00902382407164                                  2.32735956218e-05                                 
0.058933332068      0.008773736355                                    2.32350672234e-05                                 
0.0594999582328     0.00854336265622                                  2.29941715441e-05                                 
0.0600665832354     0.00833415810382                                  2.28799488845e-05                                 
0.0606332070646     0.00811464839506                                  2.2715421617e-05                                  
0.0611998297094     0.00789487654484                                  2.24900058425e-05                                 
0.0617664511586     0.00768714809991                                  2.24267994281e-05                                 
0.0623330714014     0.00745265239052                                  2.21764146416e-05                                 
0.0628996904265     0.0072562893618                                   2.21312211322e-05                                 
0.063466308223      0.00706386492606                                  2.19327292785e-05                                 
0.0640329247798     0.00689047892622                                  2.18005851751e-05                                 
0.0645995400857     0.0067133526946                                   2.17233198788e-05                                 
0.0651661541298     0.00646884800056                                  2.14882543547e-05                                 
0.0657327669009     0.0062503608463                                   2.14414500455e-05                                 
0.0662993783881     0.00614815713555                                  2.1246800017e-05                                  
0.0668659885802     0.00600317872563                                  2.11498460778e-05                                 
0.0674325974662     0.00581537186655                                  2.10293905669e-05                                 
0.067999205035      0.00561781518451                                  2.08416131445e-05                                 
0.0685658112755     0.00547113145607                                  2.08057698291e-05                                 
0.0691324161768     0.00532509627508                                  2.06021286338e-05                                 
0.0696990197277     0.00516080165104                                  2.05574344889e-05                                 
0.0702656219171     0.00500303816342                                  2.04156151079e-05                                 
0.0708322227341     0.00489402493509                                  2.02485367721e-05                                 
0.0713988221675     0.00474738709835                                  2.02149735298e-05                                 
0.0719654202063     0.0046273566682                                   2.02889476064e-05                                 
0.0725320168394     0.00451381751464                                  2.05172148186e-05                                 
0.0730986120558     0.00436740183738                                  2.0494303556e-05                                  
0.0736652058444     0.00420978353169                                  2.05487084856e-05                                 
0.0742317981941     0.00409824954812                                  2.05889592013e-05                                 
0.0747983890939     0.00401038737452                                  2.04891598425e-05                                 
0.0753649785327     0.00390747060368                                  2.05926927681e-05                                 
0.0759315664995     0.00379896927677                                  2.04766768984e-05                                 
0.0764981529831     0.00368287988288                                  2.04906585561e-05                                 
0.0770647379726     0.00354866075113                                  2.04689169533e-05                                 
0.0776313214569     0.00348088759931                                  2.03948776865e-05                                 
0.0781979034248     0.0034122342081                                   2.04496169125e-05                                 
0.0787644838655     0.00331730753742                                  2.03252561167e-05                                 
0.0793310627677     0.00318925712303                                  2.03672110303e-05                                 
0.0798976401205     0.00310328711077                                  2.03074687366e-05                                 
0.0804642159127     0.00302661183784                                  2.04467235877e-05                                 
0.0810307901333     0.00294914963855                                  2.08543274662e-05                                 
0.0815973627713     0.00285986769242                                  2.08933819405e-05                                 
0.0821639338156     0.00277290032827                                  2.11083902824e-05                                 
0.0827305032552     0.00270346439624                                  2.112875156e-05                                   
0.0832970710789     0.00264264340831                                  2.12673405806e-05                                 
0.0838636372757     0.00255402705392                                  2.1358206538e-05                                  
0.0844302018346     0.00249341280489                                  2.13698312303e-05                                 
0.0849967647446     0.00245902606822                                  2.15362674148e-05                                 
0.0855633259944     0.00236949897808                                  2.14435957753e-05                                 
0.0861298855732     0.00229016654497                                  2.1481973829e-05                                  
0.0866964434697     0.00220294659595                                  2.10631443193e-05                                 
0.0872629996731     0.00212693643156                                  2.08397705152e-05                                 
0.0878295541722     0.00213422425231                                  2.07151859706e-05                                 
0.0883961069559     0.00209906311086                                  2.04802109646e-05                                 
0.0889626580133     0.0020319362547                                   2.05017198067e-05                                 
0.0895292073332     0.00196583829462                                  2.03530052268e-05                                 
0.0900957549045     0.00192545806542                                  2.02873477855e-05                                 
0.0906623007164     0.00186849119276                                  2.02668119031e-05                                 
0.0912288447576     0.0018272188584                                   2.00994509895e-05                                 
0.0917953870171     0.00178642993318                                  2.0144979699e-05                                  
0.0923619274839     0.00168357036816                                  1.99753797306e-05                                 
0.0929284661469     0.00163883720819                                  1.99821292545e-05                                 
0.0934950029951     0.00161503697448                                  1.99163682419e-05                                 
0.0940615380173     0.00157544916985                                  1.98333295192e-05                                 
0.0946280712027     0.00157047294316                                  1.98490142101e-05                                 
0.09519460254       0.00155699431088                                  1.97232713344e-05                                 
0.0957611320182     0.00148638934168                                  1.97821204017e-05                                 
0.0963276596264     0.00145038731483                                  1.96609328669e-05                                 
0.0968941853533     0.00145994151287                                  1.96064343095e-05                                 
0.0974607091881     0.00140536962969                                  1.96139991901e-05                                 
0.0980272311196     0.00135873774696                                  1.94884701589e-05                                 
0.0985937511367     0.00131463917308                                  1.95225054808e-05                                 
0.0991602692285     0.00128919599327                                  1.93828057814e-05                                 
0.0997267853838     0.00127698601165                                  1.94034028776e-05                                 
0.100293299592      0.00126343424157                                  1.93658594689e-05                                 
0.100859811841      0.00130728671262                                  1.92879676848e-05                                 
0.101426322121      0.00131321312929                                  1.93060201909e-05                                 
0.10199283042       0.00120861867921                                  1.91653952542e-05                                 
0.102559336727      0.00118707308435                                  1.91863402361e-05                                 
0.103125841032      0.0011386543531                                   1.91276661626e-05                                 
0.103692343323      0.00110944358245                                  1.90620051373e-05                                 
0.104258843589      0.0010893820515                                   1.90498283705e-05                                 
0.104825341819      0.00106884705317                                  1.896033992e-05                                   
0.105391838002      0.00103992891596                                  1.89409529889e-05                                 
0.105958332127      0.000984267232242                                 1.88721005752e-05                                 
0.106524824183      0.000941029614375                                 1.88497402197e-05                                 
0.107091314159      0.000958577015566                                 1.8816083465e-05                                  
0.107657802044      0.000959583075229                                 1.87554541083e-05                                 
0.108224287827      0.000945902936159                                 1.87359503997e-05                                 
0.108790771496      0.000896473673425                                 1.86317071858e-05                                 
0.109357253041      0.000873161602764                                 1.86219600437e-05                                 
0.109923732451      0.000826391101692                                 1.85335615619e-05                                 
0.110490209714      0.000873075362496                                 1.84693538751e-05                                 
0.11105668482       0.000891515740329                                 1.84501337712e-05                                 
0.111623157758      0.000860369855539                                 1.83700688037e-05                                 
0.112189628516      0.000822258092796                                 1.83487624745e-05                                 
0.112756097083      0.000813900371812                                 1.82641315223e-05                                 
0.113322563449      0.000813069574537                                 1.82438127274e-05                                 
0.113889027602      0.000814387195914                                 1.82256071279e-05                                 
0.114455489531      0.000816133641807                                 1.81755700993e-05                                 
0.115021949225      0.00078888683336                                  1.81599113019e-05                                 
0.115588406674      0.000767427557855                                 1.81089245758e-05                                 
0.116154861866      0.000743195445239                                 1.80907194675e-05                                 
0.11672131479       0.00073271471193                                  1.80426616752e-05                                 
0.117287765435      0.00074810643304                                  1.80117011462e-05                                 
0.11785421379       0.000755580672706                                 1.8002002951e-05                                  
0.118420659844      0.000771135125028                                 1.79583621172e-05                                 
0.118987103586      0.000740778188413                                 1.79291503075e-05                                 
0.119553545004      0.000680948545595                                 1.78989825312e-05                                 
0.120119984089      0.000659693340947                                 1.78638720919e-05                                 
0.120686420828      0.000637626698811                                 1.78475779165e-05                                 
0.121252855211      0.000624089772829                                 1.77698641808e-05                                 
0.121819287227      0.000641009372038                                 1.77839742146e-05                                 
0.122385716864      0.000651507491608                                 1.77339579243e-05                                 
0.122952144112      0.000671292827421                                 1.77206311876e-05                                 
0.12351856896       0.000633234376083                                 1.76725558641e-05                                 
0.124084991396      0.000611746992975                                 1.76343356667e-05                                 
0.124651411409      0.000638550182772                                 1.76326545879e-05                                 
0.125217828989      0.000648395377157                                 1.75655232624e-05                                 
0.125784244124      0.0006143029381                                   1.75822402975e-05                                 
0.126350656804      0.000582314349038                                 1.75281836417e-05                                 
0.126917067017      0.000598696139304                                 1.7488850901e-05                                  
0.127483474752      0.000594262595243                                 1.74635402034e-05                                 
0.128049879999      0.000566187363937                                 1.7415498963e-05                                  
0.128616282746      0.000564027993418                                 1.74284461924e-05                                 
0.129182682982      0.000564308558707                                 1.73559434124e-05                                 
0.129749080696      0.000572787035131                                 1.73469519333e-05                                 
0.130315475877      0.000558012451808                                 1.734021481e-05                                   
0.130881868514      0.000561610677225                                 1.72785417743e-05                                 
0.131448258596      0.00054747471257                                  1.73015235708e-05                                 
0.132014646112      0.000536997963163                                 1.72245943215e-05                                 
0.132581031051      0.000509555867639                                 1.72225470631e-05                                 
0.133147413401      0.000512199778536                                 1.71835383604e-05                                 
0.133713793153      0.000554144059444                                 1.71598234385e-05                                 
0.134280170295      0.000555667058419                                 1.71509338461e-05                                 
0.134846544815      0.000559223899512                                 1.70799515958e-05                                 
0.135412916703      0.000506419225251                                 1.70931943598e-05                                 
0.135979285947      0.000481507063677                                 1.70400155785e-05                                 
0.136545652538      0.000479109014718                                 1.70255798441e-05                                 
0.137112016463      0.000484491548124                                 1.70063356123e-05                                 
0.137678377711      0.000503336137787                                 1.69585823821e-05                                 
0.138244736272      0.000507296331144                                 1.69599397245e-05                                 
0.138811092135      0.000488080865964                                 1.68932923148e-05                                 
0.139377445288      0.000479634206496                                 1.68861961436e-05                                 
0.13994379572       0.000482679227489                                 1.68616428759e-05                                 
0.140510143421      0.000497407985033                                 1.68284709202e-05                                 
0.14107648838       0.000491733094741                                 1.68199258155e-05                                 
0.141642830584      0.000482004630535                                 1.67522782219e-05                                 
0.142209170024      0.00048428148886                                  1.67647621678e-05                                 
0.142775506689      0.000459891285939                                 1.67313187344e-05                                 
0.143341840566      0.000447719372775                                 1.66981044232e-05                                 
0.143908171646      0.000437634129435                                 1.66847266062e-05                                 
0.144474499917      0.00042337799719                                  1.6635656068e-05                                  
0.145040825368      0.000445947567262                                 1.66351944502e-05                                 
0.145607147988      0.000446751114951                                 1.6583257459e-05                                  
0.146173467766      0.000426472423156                                 1.65749811832e-05                                 
0.146739784691      0.000441695682931                                 1.65521457198e-05                                 
0.147306098753      0.000459022533845                                 1.65155571182e-05                                 
