#####################################################################################################
# _diffrn_sofware                                   Foxtrot 3.3.0 (2015-12-10 13:42:25)
# Sub_Ave_RNaseE_Sample_0036_1252-Ave_RNaseE_Buffer_0035_744
# sub-data
# B                                                 LIST
#####################################################################################################
q(A-1)              I(q)Sub_1253_Ave_RNaseE_Sample_0036_1252          Sig(q)Sub_1253_Ave_RNaseE_Sample_0036_1252        
0.0797772417502     0.00543186012083                                  1.62982537914e-05                                 
0.0803470048565     0.00536465609572                                  1.63128276764e-05                                 
0.0809167663758     0.00530175969818                                  1.63522854211e-05                                 
0.0814865262969     0.00520956555979                                  1.64135488652e-05                                 
0.0820562846085     0.00515175616201                                  1.60945947103e-05                                 
0.0826260412993     0.00505273229264                                  1.59312680408e-05                                 
0.0831957963582     0.00497743913823                                  1.57551557222e-05                                 
0.083765549774      0.00490075810078                                  1.5643986214e-05                                  
0.0843353015352     0.00487095512534                                  1.55793430384e-05                                 
0.0849050516308     0.00481836038049                                  1.54912993596e-05                                 
0.0854748000494     0.00473227179713                                  1.54574485885e-05                                 
0.0860445467798     0.00466418344696                                  1.53676642948e-05                                 
0.0866142918107     0.00463922013443                                  1.53364184737e-05                                 
0.087184035131      0.00459185577741                                  1.52820953208e-05                                 
0.0877537767294     0.00453311884589                                  1.52212504588e-05                                 
0.0883235165946     0.00446457891692                                  1.51826064411e-05                                 
0.0888932547154     0.00439797404008                                  1.51005398186e-05                                 
0.0894629910805     0.0043567947543                                   1.50877874998e-05                                 
0.0900327256787     0.00433007652196                                  1.50322098706e-05                                 
0.0906024584988     0.00427521168922                                  1.49812092507e-05                                 
0.0911721895295     0.00420976546878                                  1.49541504899e-05                                 
0.0917419187595     0.00414413706399                                  1.48958692431e-05                                 
0.0923116461777     0.00410757290015                                  1.49056818287e-05                                 
0.0928813717727     0.00406012844218                                  1.48261843942e-05                                 
0.0934510955334     0.00399142448086                                  1.47824941841e-05                                 
0.0940208174485     0.00394467027131                                  1.4748288651e-05                                  
0.0945905375068     0.00390395069959                                  1.47012416788e-05                                 
0.095160255697      0.00385395846937                                  1.46955560043e-05                                 
0.0957299720078     0.00381131681428                                  1.4609648397e-05                                  
0.0962996864281     0.00377236740421                                  1.45966127161e-05                                 
0.0968693989465     0.00373674837041                                  1.45521785801e-05                                 
0.0974391095519     0.00367851443776                                  1.45120399758e-05                                 
0.098008818233      0.0036248599403                                   1.44732802649e-05                                 
0.0985785249786     0.00357893992742                                  1.44145728705e-05                                 
0.0991482297774     0.00354902516357                                  1.44138644297e-05                                 
0.0997179326182     0.00350530075867                                  1.43471425811e-05                                 
0.10028763349       0.00346693407388                                  1.43315699949e-05                                 
0.100857332381      0.00340706217771                                  1.42698013602e-05                                 
0.10142702928       0.00335759101229                                  1.42427730018e-05                                 
0.101996724176      0.00332517044952                                  1.42160888141e-05                                 
0.102566417058      0.00330993501474                                  1.41674341301e-05                                 
0.103136107915      0.00328250303403                                  1.41369510309e-05                                 
0.103705796735      0.00321602136651                                  1.40656979302e-05                                 
0.104275483507      0.00317038010926                                  1.40632327457e-05                                 
0.10484516822       0.0031503371475                                   1.39867249983e-05                                 
0.105414850863      0.00311892039006                                  1.39350348567e-05                                 
0.105984531423      0.00308178244313                                  1.39046697713e-05                                 
0.106554209891      0.00305843374352                                  1.38199673957e-05                                 
0.107123886255      0.00304436537098                                  1.38041663612e-05                                 
0.107693560504      0.00300549828863                                  1.37303699702e-05                                 
0.108263232626      0.00296938307187                                  1.36935535723e-05                                 
0.10883290261       0.00293878248869                                  1.36749171863e-05                                 
0.109402570445      0.00289933220409                                  1.36222778415e-05                                 
0.109972236119      0.00287070854111                                  1.3609910208e-05                                  
0.110541899622      0.00284195777426                                  1.35671952915e-05                                 
0.111111560943      0.00279175068178                                  1.3545871453e-05                                  
0.111681220069      0.0027782566947                                   1.3533720188e-05                                  
0.11225087699       0.00276544676449                                  1.34850309855e-05                                 
0.112820531695      0.00274093972093                                  1.34696319064e-05                                 
0.113390184172      0.00269959137888                                  1.34286548707e-05                                 
0.11395983441       0.00266921249354                                  1.3409508604e-05                                  
0.114529482398      0.00265566370304                                  1.33851749257e-05                                 
0.115099128124      0.00261772945659                                  1.33464224576e-05                                 
0.115668771578      0.00258946212831                                  1.33260134317e-05                                 
0.116238412748      0.0025764241973                                   1.32951774429e-05                                 
0.116808051623      0.00254262616547                                  1.32814049651e-05                                 
0.117377688191      0.00249581521143                                  1.3228464769e-05                                  
0.117947322442      0.00250677080064                                  1.32303724622e-05                                 
0.118516954364      0.00250677280349                                  1.32013753943e-05                                 
0.119086583946      0.00245960549855                                  1.31468094937e-05                                 
0.119656211177      0.00243214127467                                  1.31453260125e-05                                 
0.120225836045      0.00241566569487                                  1.30985398132e-05                                 
0.12079545854       0.00239719259951                                  1.31031304733e-05                                 
0.121365078649      0.00235717132619                                  1.30540821739e-05                                 
0.121934696363      0.00234465537948                                  1.30249673643e-05                                 
0.122504311669      0.00233190093814                                  1.30121547459e-05                                 
0.123073924556      0.00229526217888                                  1.29627774561e-05                                 
0.123643535013      0.00226368364396                                  1.29698139882e-05                                 
0.12421314303       0.00225928774845                                  1.293001565e-05                                   
0.124782748594      0.00223739432502                                  1.29046826378e-05                                 
0.125352351694      0.0022261885062                                   1.28908360337e-05                                 
0.125921952319      0.00221662604009                                  1.28522095974e-05                                 
0.126491550459      0.00219369854549                                  1.28496572049e-05                                 
0.127061146101      0.00216688184446                                  1.27946735892e-05                                 
0.127630739235      0.00213510273096                                  1.27958217005e-05                                 
0.128200329849      0.00213204458904                                  1.27696349607e-05                                 
0.128769917932      0.0021279967147                                   1.2745571986e-05                                  
0.129339503473      0.00209935642315                                  1.27324906815e-05                                 
0.129909086461      0.00207042256823                                  1.26802526374e-05                                 
0.130478666884      0.00204749818978                                  1.26924314252e-05                                 
0.131048244731      0.00203428551209                                  1.26461951413e-05                                 
0.131617819991      0.00202203484251                                  1.26285256182e-05                                 
0.132187392652      0.00199209336046                                  1.26122120521e-05                                 
0.132756962704      0.00197179442677                                  1.25589847241e-05                                 
0.133326530136      0.00194767924817                                  1.25755491774e-05                                 
0.133896094935      0.00194013292597                                  1.25263684015e-05                                 
0.134465657092      0.00192558609393                                  1.25105010334e-05                                 
0.135035216593      0.00190444325014                                  1.2484381254e-05                                  
0.13560477343       0.00188301947937                                  1.24583157505e-05                                 
0.136174327589      0.00187953196758                                  1.24574130182e-05                                 
0.13674387906       0.00186540265039                                  1.24026061279e-05                                 
0.137313427832      0.00184183880181                                  1.24014257062e-05                                 
0.137882973893      0.00180743213024                                  1.23703761051e-05                                 
0.138452517233      0.00182248388311                                  1.23554357943e-05                                 
0.13902205784       0.00181400012977                                  1.23452945452e-05                                 
0.139591595702      0.00178355647739                                  1.22939085259e-05                                 
0.140161130809      0.00175949759195                                  1.23004117907e-05                                 
0.140730663149      0.00174160899885                                  1.22564437986e-05                                 
0.141300192712      0.00173243974153                                  1.22542903152e-05                                 
0.141869719485      0.00172741041674                                  1.22351436441e-05                                 
0.142439243458      0.00172562194208                                  1.21985401093e-05                                 
0.14300876462       0.00170986523372                                  1.22000666673e-05                                 
0.143578282959      0.00169504852707                                  1.21490911646e-05                                 
0.144147798464      0.00168315250579                                  1.2137106767e-05                                  
0.144717311123      0.00167685517866                                  1.21227051176e-05                                 
0.145286820927      0.00166335207606                                  1.21063456048e-05                                 
0.145856327862      0.00165527567564                                  1.2099003863e-05                                  
0.146425831919      0.00165124412744                                  1.20438982829e-05                                 
0.146995333086      0.00163161074985                                  1.20416846308e-05                                 
0.147564831351      0.00159866425892                                  1.20172006274e-05                                 
0.148134326704      0.00158790356246                                  1.20036456028e-05                                 
0.148703819134      0.00157228756341                                  1.197922623e-05                                   
0.149273308628      0.00157420060493                                  1.19441552985e-05                                 
0.149842795176      0.00156038592616                                  1.19584284779e-05                                 
0.150412278767      0.00156188053521                                  1.1914104775e-05                                  
0.150981759389      0.00155678525384                                  1.19017748953e-05                                 
0.151551237032      0.00151222491802                                  1.18828314301e-05                                 
0.152120711683      0.00150652531793                                  1.18542856823e-05                                 
0.152690183333      0.00151102490566                                  1.18500871885e-05                                 
0.153259651968      0.00148611129916                                  1.18115136112e-05                                 
0.15382911758       0.00147586732815                                  1.18090831366e-05                                 
0.154398580155      0.00147125860418                                  1.17792540032e-05                                 
0.154968039683      0.0014631322473                                   1.17639417618e-05                                 
0.155537496153      0.00144952193895                                  1.17594993494e-05                                 
0.156106949554      0.00144661950177                                  1.1708424863e-05                                  
0.156676399874      0.00144616491423                                  1.1720952135e-05                                  
0.157245847102      0.00143437975271                                  1.1682773378e-05                                  
0.157815291227      0.00142456458148                                  1.16723865596e-05                                 
0.158384732237      0.0013963647447                                   1.16458305466e-05                                 
0.158954170122      0.00136258137366                                  1.16253731095e-05                                 
0.15952360487       0.00135252165663                                  1.16350995701e-05                                 
0.16009303647       0.00135938824889                                  1.15845293855e-05                                 
0.160662464911      0.00135771958702                                  1.15748257891e-05                                 
0.161231890182      0.00135303230797                                  1.1554737711e-05                                  
0.161801312271      0.00133898202994                                  1.15363629361e-05                                 
0.162370731167      0.00133584652502                                  1.15307412338e-05                                 
0.16294014686       0.00132302178171                                  1.14905322243e-05                                 
0.163509559337      0.00131583177576                                  1.14974915496e-05                                 
0.164078968587      0.0013044667906                                   1.14671100556e-05                                 
0.1646483746        0.0013089665761                                   1.14577744959e-05                                 
0.165217777365      0.00128271238206                                  1.14417919212e-05                                 
0.165787176869      0.00127712738197                                  1.14061114451e-05                                 
0.166356573102      0.00126120451168                                  1.14124417615e-05                                 
0.166925966052      0.00126949655738                                  1.1374478672e-05                                  
0.167495355709      0.0012716526972                                   1.13726875353e-05                                 
0.168064742061      0.00126925693575                                  1.13479230012e-05                                 
0.168634125096      0.00125695254927                                  1.13296069855e-05                                 
0.169203504805      0.00124924071568                                  1.13365350773e-05                                 
0.169772881175      0.00123927713168                                  1.1296678602e-05                                  
0.170342254196      0.00122341516077                                  1.12952303639e-05                                 
0.170911623855      0.0012086647158                                   1.12665454708e-05                                 
0.171480990143      0.00118604562753                                  1.12577403996e-05                                 
0.172050353047      0.00116861636787                                  1.1234405262e-05                                  
0.172619712556      0.00115452024398                                  1.12066715323e-05                                 
0.17318906866       0.0011630758277                                   1.12075270123e-05                                 
0.173758421348      0.00118196167608                                  1.11753948964e-05                                 
0.174327770607      0.00117142937613                                  1.11695241785e-05                                 
0.174897116426      0.00116416184219                                  1.11578442508e-05                                 
0.175466458796      0.0011505609437                                   1.11363827309e-05                                 
0.176035797703      0.00111842590724                                  1.11313564632e-05                                 
0.176605133138      0.00112117343308                                  1.1092856161e-05                                  
0.177174465089      0.00111664408655                                  1.1098787254e-05                                  
0.177743793544      0.00112250502219                                  1.1074436205e-05                                  
0.178313118493      0.00111441776298                                  1.10668799941e-05                                 
0.178882439924      0.00110528482583                                  1.10557951479e-05                                 
0.179451757826      0.00112628363375                                  1.1027166004e-05                                  
0.180021072189      0.00110740309002                                  1.10298057078e-05                                 
0.180590383         0.00109028347947                                  1.09957563697e-05                                 
0.181159690248      0.00109913510389                                  1.09892690101e-05                                 
0.181728993923      0.00108942550033                                  1.09714966628e-05                                 
0.182298294013      0.00109097308338                                  1.09443223648e-05                                 
0.182867590507      0.00108714941522                                  1.09424103832e-05                                 
0.183436883394      0.00106545147452                                  1.09060891127e-05                                 
0.184006172662      0.00105721337113                                  1.09065525594e-05                                 
0.184575458301      0.00104643778948                                  1.08874569221e-05                                 
0.185144740299      0.00104686895905                                  1.08654291233e-05                                 
0.185714018645      0.0010519042609                                   1.08722986108e-05                                 
0.186283293327      0.00102862920047                                  1.0833051745e-05                                  
0.186852564335      0.00101098662136                                  1.0844648071e-05                                  
0.187421831658      0.00101009060834                                  1.08039747522e-05                                 
0.187991095284      0.00100442798837                                  1.07991002429e-05                                 
0.188560355202      0.00100173513208                                  1.07951468481e-05                                 
0.189129611401      0.000989560745283                                 1.07570622245e-05                                 
0.189698863869      0.000999565781106                                 1.07610469613e-05                                 
0.190268112596      0.000979995546482                                 1.07386519517e-05                                 
0.19083735757       0.000974424066414                                 1.07398182464e-05                                 
0.191406598781      0.000983898465293                                 1.07249649868e-05                                 
0.191975836216      0.000968429989701                                 1.06962531276e-05                                 
0.192545069865      0.000949488918779                                 1.06952428401e-05                                 
0.193114299716      0.000952271004448                                 1.06694137201e-05                                 
0.193683525759      0.0009590664081                                   1.06701306766e-05                                 
0.194252747982      0.000941179310351                                 1.06416814925e-05                                 
0.194821966374      0.000937524898576                                 1.06317641325e-05                                 
0.195391180924      0.000964664129569                                 1.06326896261e-05                                 
0.19596039162       0.000950636823067                                 1.06038614877e-05                                 
0.196529598452      0.000940528585471                                 1.06088464946e-05                                 
0.197098801408      0.000932009320284                                 1.05748552168e-05                                 
0.197668000477      0.00092968483834                                  1.05704327227e-05                                 
0.198237195647      0.000938727910432                                 1.05624037716e-05                                 
0.198806386909      0.000905372111131                                 1.05329044557e-05                                 
0.19937557425       0.000898980343176                                 1.05311367304e-05                                 
0.199944757659      0.000906820401521                                 1.05036812692e-05                                 
0.200513937126      0.000899425372759                                 1.0509781023e-05                                  
0.201083112638      0.000898974898452                                 1.04839867459e-05                                 
0.201652284186      0.000883971990912                                 1.0470855937e-05                                  
0.202221451757      0.00088147338884                                  1.04732446956e-05                                 
0.20279061534       0.000888360522689                                 1.04355938657e-05                                 
0.203359774924      0.000886709202721                                 1.04422912534e-05                                 
0.203928930499      0.000881760188384                                 1.04155065616e-05                                 
0.204498082052      0.000870190831874                                 1.04070749257e-05                                 
0.205067229574      0.000852945729485                                 1.05246764252e-05                                 
0.205636373051      0.000860397963916                                 1.06295751435e-05                                 
0.206205512474      0.000880311307231                                 1.07252971405e-05                                 
0.206774647831      0.000853410204753                                 1.07546323483e-05                                 
0.207343779112      0.000827576322324                                 1.08089970403e-05                                 
0.207912906304      0.00081957829173                                  1.08463527266e-05                                 
0.208482029396      0.000820997644649                                 1.08789862859e-05                                 
0.209051148379      0.000827364931907                                 1.0921939252e-05                                  
0.209620263239      0.000829660286017                                 1.10278674068e-05                                 
0.210189373967      0.000837952815516                                 1.12566558883e-05                                 
0.21075848055       0.000834790848252                                 1.13874248378e-05                                 
0.211327582979      0.000817169769561                                 1.15001000694e-05                                 
0.211896681241      0.000822884018151                                 1.15908564382e-05                                 
0.212465775325      0.00084733896717                                  1.16361783025e-05                                 
0.213034865221      0.000808289963627                                 1.17148926819e-05                                 
0.213603950916      0.000783892227308                                 1.17618931588e-05                                 
0.214173032401      0.000767084870809                                 1.18203711181e-05                                 
0.214742109663      0.000763047585868                                 1.1881440524e-05                                  
0.215311182692      0.000781400627445                                 1.19251087746e-05                                 
0.215880251477      0.000780535805096                                 1.20058475013e-05                                 
0.216449316006      0.000778778269318                                 1.20312557435e-05                                 
0.217018376267      0.000780103167778                                 1.21306856326e-05                                 
0.217587432251      0.000780650865351                                 1.21642397985e-05                                 
0.218156483946      0.000783102323201                                 1.20148450887e-05                                 
0.21872553134       0.000789359701005                                 1.18612497246e-05                                 
0.219294574422      0.000775196175956                                 1.17477631454e-05                                 
0.219863613182      0.000760377213924                                 1.17255718041e-05                                 
0.220432647608      0.000743817141152                                 1.16606472976e-05                                 
0.221001677688      0.000751942409045                                 1.16399394719e-05                                 
0.221570703413      0.00075015738543                                  1.1620894783e-05                                  
0.22213972477       0.000726896092836                                 1.15802624004e-05                                 
0.222708741748      0.000730840283209                                 1.1584218588e-05                                  
0.223277754337      0.00073601510359                                  1.15164314805e-05                                 
0.223846762525      0.000737181475904                                 1.15041023869e-05                                 
0.224415766301      0.000720971776759                                 1.14672808349e-05                                 
0.224984765654      0.00071097421152                                  1.14371551784e-05                                 
0.225553760572      0.000705579058032                                 1.14411107954e-05                                 
0.226122751044      0.000705433448675                                 1.13999311778e-05                                 
0.22669173706       0.000708577600183                                 1.14224667338e-05                                 
0.227260718609      0.000712464597537                                 1.13865004177e-05                                 
0.227829695678      0.000719394744614                                 1.13905380891e-05                                 
0.228398668257      0.000698418533415                                 1.13919996117e-05                                 
0.228967636335      0.000684477977037                                 1.13580722147e-05                                 
0.2295365999        0.000710631660135                                 1.13655353095e-05                                 
0.230105558941      0.00068539769215                                  1.13240935166e-05                                 
0.230674513448      0.000678605548509                                 1.13287898231e-05                                 
0.231243463409      0.000705478158182                                 1.13296879908e-05                                 
0.231812408813      0.000699646598161                                 1.13267259265e-05                                 
0.232381349648      0.000686591623058                                 1.13470213774e-05                                 
0.232950285904      0.000666567612442                                 1.13146045888e-05                                 
0.233519217569      0.000688056517802                                 1.13324119006e-05                                 
0.234088144633      0.00071107407523                                  1.13164619762e-05                                 
0.234657067084      0.000691914789927                                 1.13028574401e-05                                 
0.235225984911      0.000658208223911                                 1.13064064004e-05                                 
0.235794898103      0.000646229892696                                 1.12728342354e-05                                 
0.236363806648      0.000651312367489                                 1.12942466901e-05                                 
0.236932710536      0.000662798974152                                 1.12640869025e-05                                 
0.237501609755      0.000661106225774                                 1.12683582929e-05                                 
0.238070504295      0.00065347982516                                  1.12590152539e-05                                 
0.238639394143      0.000644019901409                                 1.12391744992e-05                                 
0.23920827929       0.000613739279049                                 1.12503207704e-05                                 
0.239777159723      0.000630738612234                                 1.12176634581e-05                                 
0.240346035432      0.000641604064927                                 1.1226778888e-05                                  
0.240914906405      0.000627042869248                                 1.12094239454e-05                                 
0.241483772632      0.000622794084729                                 1.12000095088e-05                                 
0.242052634101      0.000629546819076                                 1.12074488982e-05                                 
0.242621490801      0.000616681265316                                 1.11710038667e-05                                 
0.243190342721      0.000597725010658                                 1.11871903373e-05                                 
0.24375918985       0.000597131327974                                 1.11661276317e-05                                 
0.244328032176      0.000614517473947                                 1.11682158212e-05                                 
0.244896869689      0.000606124978191                                 1.11716903091e-05                                 
0.245465702377      0.000608366572017                                 1.11398221161e-05                                 
0.246034530229      0.000595874873012                                 1.11521062038e-05                                 
0.246603353234      0.000596263505443                                 1.1119245569e-05                                  
0.247172171382      0.000622258894056                                 1.11373090825e-05                                 
0.24774098466       0.000641483029722                                 1.11269249032e-05                                 
0.248309793057      0.000620541589471                                 1.11154267553e-05                                 
0.248878596564      0.0005930863563                                   1.11206137003e-05                                 
0.249447395167      0.000578711867276                                 1.10815061062e-05                                 
0.250016188857      0.000606459401051                                 1.11063589938e-05                                 
0.250584977622      0.000601270976222                                 1.10845793087e-05                                 
