



0.0265	0.2453	6.9818e-4
0.0272	0.2443	6.9626e-4
0.0279	0.2431	6.8479e-4
0.0287	0.2419	6.7163e-4
0.0294	0.2397	6.6923e-4
0.0301	0.2379	6.5815e-4
0.0309	0.2364	6.5074e-4
0.0316	0.2343	6.4280e-4
0.0323	0.2318	6.3501e-4
0.0331	0.2292	6.2820e-4
0.0338	0.2274	6.1974e-4
0.0345	0.2249	6.0950e-4
0.0353	0.2219	6.0425e-4
0.0360	0.2197	5.9547e-4
0.0367	0.2170	5.9151e-4
0.0375	0.2139	5.7962e-4
0.0382	0.2101	5.7356e-4
0.0389	0.1973	5.4725e-4
0.0397	0.2013	5.7168e-4
0.0404	0.1986	5.6696e-4
0.0412	0.1948	5.6152e-4
0.0419	0.1926	5.6266e-4
0.0426	0.1901	5.5795e-4
0.0434	0.1857	5.5198e-4
0.0441	0.1841	5.4892e-4
0.0448	0.1803	5.4363e-4
0.0456	0.1781	5.4597e-4
0.0463	0.1744	5.3612e-4
0.0470	0.1702	5.2908e-4
0.0478	0.1670	5.2712e-4
0.0485	0.1637	5.2179e-4
0.0492	0.1605	5.1747e-4
0.0500	0.1571	5.1022e-4
0.0507	0.1539	5.0914e-4
0.0514	0.1507	5.0323e-4
0.0522	0.1477	4.9849e-4
0.0529	0.1436	4.9132e-4
0.0536	0.1413	4.8527e-4
0.0544	0.1384	4.8573e-4
0.0551	0.1360	4.8067e-4
0.0558	0.1327	4.7677e-4
0.0566	0.1291	4.6935e-4
0.0573	0.1266	4.6683e-4
0.0581	0.1246	4.6441e-4
0.0588	0.1217	4.5775e-4
0.0595	0.1192	4.5384e-4
0.0603	0.1164	4.5227e-4
0.0610	0.1133	4.4742e-4
0.0617	0.1116	4.4322e-4
0.0625	0.1094	4.3814e-4
0.0632	0.1070	4.3376e-4
0.0639	0.1057	4.3643e-4
0.0647	0.1033	4.3111e-4
0.0654	0.1005	4.2380e-4
0.0661	0.0987	4.2374e-4
0.0669	0.0969	4.1830e-4
0.0676	0.0949	4.1694e-4
0.0683	0.0931	4.1468e-4
0.0691	0.0913	4.1173e-4
0.0698	0.0898	4.1068e-4
0.0705	0.0878	4.0326e-4
0.0713	0.0862	4.0125e-4
0.0720	0.0839	4.0005e-4
0.0727	0.0821	3.9769e-4
0.0735	0.0807	3.9764e-4
0.0742	0.0789	3.9167e-4
0.0750	0.0776	3.8701e-4
0.0757	0.0764	3.8719e-4
0.0764	0.0743	3.8255e-4
0.0772	0.0728	3.8327e-4
0.0779	0.0717	3.7851e-4
0.0786	0.0703	3.7717e-4
0.0794	0.0693	3.7561e-4
0.0801	0.0678	3.7255e-4
0.0808	0.0661	3.6953e-4
0.0816	0.0650	3.6819e-4
0.0823	0.0636	3.6676e-4
0.0830	0.0623	3.6339e-4
0.0838	0.0611	3.5858e-4
0.0845	0.0601	3.5977e-4
0.0852	0.0587	3.5851e-4
0.0860	0.0577	3.5606e-4
0.0867	0.0565	3.5392e-4
0.0874	0.0557	3.5072e-4
0.0882	0.0549	3.5034e-4
0.0889	0.0534	3.4788e-4
0.0896	0.0524	3.4828e-4
0.0904	0.0515	3.4472e-4
0.0911	0.0506	3.4418e-4
0.0919	0.0499	3.4275e-4
0.0926	0.0489	3.4010e-4
0.0933	0.0481	3.3876e-4
0.0941	0.0472	3.3604e-4
0.0948	0.0459	3.3799e-4
0.0955	0.0455	3.3423e-4
0.0963	0.0448	3.3234e-4
0.0970	0.0440	3.3124e-4
0.0977	0.0431	3.2975e-4
0.0985	0.0425	3.2949e-4
0.0992	0.0417	3.2568e-4
0.0999	0.0408	3.2508e-4
0.1007	0.0404	3.2534e-4
0.1014	0.0398	3.2214e-4
0.1021	0.0393	3.2093e-4
0.1029	0.0382	3.1911e-4
0.1036	0.0373	3.1908e-4
0.1043	0.0369	3.1793e-4
0.1051	0.0358	3.1666e-4
0.1058	0.0358	3.1440e-4
0.1065	0.0352	3.1455e-4
0.1073	0.0345	3.1484e-4
0.1080	0.0342	3.1139e-4
0.1087	0.0334	3.0945e-4
0.1095	0.0329	3.1028e-4
0.1102	0.0327	3.1008e-4
0.1110	0.0322	3.0743e-4
0.1117	0.0316	3.0517e-4
