sum_G03_4.tif
             q                I              Err   
      0.066658161      0.026495629    0.00028941087
      0.067245393      0.025861918    0.00030110638
      0.067832625      0.024543349    0.00029206053
      0.068419854      0.023841370    0.00028223653
      0.069007082      0.022815021    0.00028434850
      0.069594308      0.021918331    0.00027792550
      0.070181532      0.021271469    0.00027326694
      0.070768754      0.020563922    0.00026728207
      0.071355975      0.019762476    0.00027861159
      0.071943194      0.018871263    0.00026589574
      0.072530411      0.018338068    0.00026209703
      0.073117626      0.017635301    0.00025835415
      0.073704840      0.016741130    0.00026792994
      0.074292051      0.016220034    0.00025781172
      0.074879261      0.015619414    0.00026335643
      0.075466469      0.014986450    0.00024982037
      0.076053675      0.014297439    0.00024635511
      0.076640879      0.013692722    0.00024401083
      0.077228081      0.013058685    0.00024484611
      0.077815282      0.012349836    0.00024655666
      0.078402480      0.011815582    0.00026793765
      0.078989676      0.011280261    0.00023835083
      0.079576871      0.010653206    0.00023883918
      0.080164063      0.010224431    0.00023450275
      0.080751254     0.0098271614    0.00023575748
      0.081338442     0.0094980914    0.00023618261
      0.081925629     0.0088397744    0.00022836624
      0.082512813     0.0085400386    0.00023295619
      0.083099995     0.0080336753    0.00023075327
      0.083687175     0.0077757025    0.00023296632
      0.084274353     0.0073879150    0.00023827393
      0.084861529     0.0068355059    0.00022984045
      0.085448703     0.0066099052    0.00023760473
      0.086035875     0.0062362529    0.00023416728
      0.086623045     0.0059220343    0.00023957877
      0.087210212     0.0056610384    0.00023451463
      0.087797377     0.0053069336    0.00022636921
      0.088384540     0.0050348495    0.00023192175
      0.088971701     0.0046390710    0.00022933595
      0.089558860     0.0043876704    0.00023314505
      0.090146016     0.0041020665    0.00022822787
      0.090733171     0.0039754123    0.00023119419
      0.091320322     0.0037430366    0.00022762239
      0.091907472     0.0035154349    0.00022180483
      0.092494619     0.0033406176    0.00022764139
      0.093081764     0.0030743241    0.00022387285
      0.093668907     0.0029328516    0.00021816483
      0.094256047     0.0026449150    0.00021807687
      0.094843185     0.0025527461    0.00021122341
      0.095430321     0.0024707441    0.00022562315
      0.096017454     0.0022038225    0.00021176479
      0.096604585     0.0020513167    0.00021804240
      0.097191714     0.0018794629    0.00021434225
      0.097778840     0.0019019864    0.00021827154
      0.098365963     0.0015762727    0.00021671557
      0.098953084     0.0015780339    0.00021585637
      0.099540203     0.0015134259    0.00022112346
       0.10012732     0.0014924176    0.00022062035
       0.10071443     0.0013025996    0.00021911368
       0.10130154     0.0011611860    0.00022392539
       0.10188865     0.0012060406    0.00022068569
       0.10247576    0.00098009441    0.00022616346
       0.10306286     0.0010834737    0.00022719276
       0.10364996     0.0011146092    0.00023188453
       0.10423706    0.00086895453    0.00023024082
       0.10482416    0.00080872659    0.00022251317
       0.10541125    0.00083636974    0.00022484180
       0.10599834    0.00084707378    0.00021760750
       0.10658543    0.00067330833    0.00021735081
       0.10717251    0.00080512749    0.00022274914
       0.10775960    0.00072672124    0.00021713833
       0.10834668    0.00068261608    0.00021616345
       0.10893375    0.00075427223    0.00021748332
       0.10952083    0.00061762232    0.00021319984
       0.11010790    0.00048136310    0.00021366794
       0.11069497    0.00067798293    0.00021081978
       0.11128203    0.00062409753    0.00021626337
       0.11186910    0.00068229413    0.00021854153
       0.11245616    0.00066772482    0.00021894421
       0.11304322    0.00051482871    0.00021131375
       0.11363027    0.00066764990    0.00021020695
       0.11421732    0.00060520804    0.00021294239
       0.11480437    0.00061942093    0.00021340099
       0.11539142    0.00070768256    0.00021099206
       0.11597846    0.00069311081    0.00021105445
       0.11656550    0.00062806816    0.00021643181
       0.11715254    0.00060166600    0.00021392064
       0.11773958    0.00069859532    0.00022102833
       0.11832661    0.00068556247    0.00020867268
       0.11891364    0.00072152295    0.00020979625
       0.11950066    0.00069918449    0.00021677049
       0.12008769    0.00060461971    0.00021299946
       0.12067471    0.00059272212    0.00021824830
       0.12126172    0.00078772008    0.00021573856
       0.12184874    0.00069965905    0.00022204466
       0.12243575    0.00068987818    0.00021870797
       0.12302276    0.00076539378    0.00022250007
       0.12360976    0.00070103579    0.00021882242
       0.12419676    0.00071517599    0.00021738287
       0.12478376    0.00072177582    0.00022059883
       0.12537076    0.00089372724    0.00022674232
       0.12595775    0.00073936448    0.00021937846
       0.12654474    0.00089682063    0.00022533400
       0.12713172    0.00083615105    0.00022175016
       0.12771871    0.00092938611    0.00021906511
       0.12830569     0.0010411354    0.00022390895
       0.12889266    0.00076213896    0.00022015422
       0.12947964    0.00088278124    0.00021978198
       0.13006661    0.00095565331    0.00021980349
       0.13065357    0.00093100118    0.00022293628
       0.13124054    0.00086439748    0.00022026130
       0.13182750    0.00092010597    0.00021938890
       0.13241445    0.00090159367    0.00022078782
       0.13300141    0.00096209440    0.00021863480
       0.13358836    0.00092977374    0.00022157437
       0.13417530     0.0010659148    0.00022438196
       0.13476225    0.00087302242    0.00022310747
       0.13534919    0.00087717591    0.00022367530
       0.13593613    0.00095115067    0.00022129501
       0.13652306     0.0011689302    0.00022617274
       0.13710999     0.0010135686    0.00021864762
       0.13769692    0.00088083769    0.00021926994
       0.13828384    0.00098058962    0.00022044630
       0.13887076    0.00087159821    0.00022088444
       0.13945768     0.0010451853    0.00022349166
       0.14004459    0.00096675858    0.00022628681
       0.14063150     0.0010746018    0.00022350994
       0.14121840    0.00093616249    0.00021866203
       0.14180531    0.00099258553    0.00022145105
       0.14239220     0.0011430701    0.00022446315
       0.14297910    0.00097425368    0.00022085516
       0.14356599     0.0011598777    0.00022258462
       0.14415288    0.00093426991    0.00022457606
       0.14473976    0.00091776590    0.00022672058
       0.14532664    0.00095101437    0.00023519933
       0.14591352     0.0010241459    0.00021826460
       0.14650040    0.00098094239    0.00022438245
       0.14708727    0.00099486643    0.00021632771
       0.14767413    0.00077387684    0.00022184710
       0.14826099    0.00091838819    0.00021611258
       0.14884785    0.00089648891    0.00022237598
       0.14943471     0.0010200515    0.00022205493
       0.15002156    0.00086940052    0.00023233633
       0.15060841    0.00080073499    0.00022583211
       0.15119525    0.00089984319    0.00022074616
       0.15178209    0.00067664795    0.00022295898
       0.15236893    0.00084740511    0.00022834344
       0.15295576    0.00075887725    0.00021915408
       0.15354259    0.00077209293    0.00022312285
       0.15412942    0.00074553236    0.00022414217
       0.15471624    0.00080881972    0.00022132356
       0.15530305    0.00066935472    0.00022077635
       0.15588987    0.00065171519    0.00022007608
       0.15647668    0.00070447687    0.00021568791
       0.15706348    0.00067575413    0.00022121967
       0.15765028    0.00068471962    0.00021651433
       0.15823708    0.00065289556    0.00021649090
       0.15882388    0.00068342515    0.00021526234
       0.15941067    0.00064771269    0.00021774556
       0.15999745    0.00069798762    0.00021808096
       0.16058423    0.00064818718    0.00021800927
       0.16117101    0.00075940966    0.00021789573
       0.16175778    0.00078128648    0.00022451007
       0.16234455    0.00056319636    0.00022382461
       0.16293132    0.00046255730    0.00023323039
       0.16351808    0.00063119071    0.00024257747
       0.16410484    0.00068248444    0.00024971641
       0.16469159    0.00057906134    0.00024568312
       0.16527834    0.00062588612    0.00024866281
       0.16586509    0.00053606502    0.00025258767
       0.16645183    0.00032973763    0.00025679150
       0.16703857    0.00055546358    0.00025040842
       0.16762530    0.00055491336    0.00025387641
       0.16821203    0.00058888313    0.00024859938
       0.16879875    0.00038497941    0.00025613347
       0.16938547    0.00024110812    0.00024857354
       0.16997219    0.00032697996    0.00024822224
       0.17055890    0.00036835074    0.00024979034
       0.17114561    0.00041633783    0.00025921635
       0.17173231    0.00034134533    0.00025724516
       0.17231901    0.00036361162    0.00025651068
       0.17290571    0.00045002175    0.00026233345
       0.17349240    0.00034364908    0.00026798580
       0.17407908    0.00025790993    0.00027388799
       0.17466576    0.00039038873    0.00025409591
       0.17525244    0.00029935100    0.00026419713
       0.17583911    0.00028118340    0.00026316493
       0.17642578    0.00012805270    0.00025437766
       0.17701245    0.00018390330    0.00026299493
       0.17759911    0.00028345622    0.00025998068
       0.17818576    0.00025831599    0.00027120679
       0.17877241    0.00017473820    0.00025895722
       0.17935906    0.00022707137    0.00026040513
       0.17994570    0.00011753707    0.00025688867
       0.18053234    0.00011776294    0.00026287231
       0.18111897    0.00026653979    0.00026592761
       0.18170560    0.00030752824    0.00026549206
       0.18229222    8.2685830e-05    0.00026538609
       0.18287884    0.00026597274    0.00027861357
       0.18346546    0.00021727667    0.00027301799
       0.18405207    0.00022010388    0.00026138225
       0.18463868    5.8010917e-05    0.00025716394
       0.18522528    0.00013183343    0.00026194173
       0.18581187    0.00029710606    0.00026277116
       0.18639846    0.00038078836    0.00026729619
       0.18698505    1.9721664e-05    0.00026447280
       0.18757163    0.00011951513    0.00026432733
       0.18815821    1.9249100e-05    0.00025984093
       0.18874479    0.00010108822    0.00026329337
       0.18933135    0.00015020350    0.00026410569
       0.18991792    0.00026244173    0.00026442991
       0.19050448    5.5293982e-05    0.00027238852
       0.19109103    8.4617991e-05    0.00026328823
       0.19167758    4.3360588e-05    0.00026370781
       0.19226413    0.00010495690    0.00026010871
       0.19285067    0.00026719896    0.00027059232
       0.19343720    0.00026021663    0.00025877144
       0.19402373    7.5273591e-05    0.00025939075
       0.19461026    5.6984819e-05    0.00026543132
       0.19519678    0.00011921609    0.00025319590
       0.19578329    0.00014192822    0.00026854598
       0.19636980    0.00014392462    0.00025385314
       0.19695631    6.9794063e-05    0.00025723614
       0.19754281    0.00015388416    0.00026761673
       0.19812931    0.00029780150    0.00026461860
       0.19871580   -2.4442737e-05    0.00026280188
       0.19930229    6.8121132e-06    0.00026173439
       0.19988877    0.00016905387    0.00025777207
       0.20047524    0.00019293676    0.00026939782
       0.20106171    0.00011741463    0.00026048760
       0.20164818    5.5180355e-05    0.00026091395
       0.20223464    0.00013250317    0.00025685973
       0.20282110    8.7192867e-05    0.00025715470
       0.20340755   -4.9054909e-05    0.00025136767
       0.20399400    0.00041941269     0.0023679037
       0.20458044    3.1177406e-05    0.00026193708
       0.20516687    0.00014113785    0.00025969141
       0.20575330    0.00021462947    0.00026396208
       0.20633973    3.0922183e-05    0.00025351051
       0.20692615    2.4160609e-05    0.00025510175
       0.20751257    2.9129067e-05    0.00025675095
       0.20809898    0.00021179343    0.00029999257
       0.20868538    0.00025419917    0.00025539491
       0.20927178    0.00010839437    0.00025328874
       0.20985818    0.00013674570    0.00025869257
       0.21044456    2.3021080e-05    0.00025432477
       0.21103095    5.7982348e-05    0.00025622314
       0.21161733    2.5501852e-06    0.00025698684
       0.21220370    0.00030647786    0.00029324021
       0.21279007    0.00013636101    0.00027027450
       0.21337643    0.00028227376    0.00027698540
       0.21396279    0.00032369835    0.00025332028
       0.21454914    0.00019553940    0.00025388507
       0.21513549    0.00017026422    0.00025694810
       0.21572183   -9.8650330e-05    0.00026240754
       0.21630817    0.00010741629    0.00026654827
       0.21689450    0.00020961018    0.00025733159
       0.21748082    0.00027769821    0.00025873643
       0.21806715    0.00019174463    0.00027322642
       0.21865346    0.00028803505    0.00026532191
       0.21923977    0.00010770203    0.00027457352
       0.21982607    0.00031630956    0.00028141013
       0.22041237    8.7982314e-05    0.00027916149
       0.22099866    9.5253796e-05    0.00031827178
       0.22158495    0.00027819058    0.00031639959
       0.22217123    9.0608797e-05    0.00030178075
       0.22275751    3.8347566e-05    0.00032604280
       0.22334378    0.00034312919    0.00030555110
       0.22393005    0.00026721589    0.00033226691
       0.22451631    6.9304209e-05    0.00031321786
       0.22510256    0.00024896385    0.00032318270
       0.22568881    0.00019012502    0.00032063229
       0.22627505    0.00018080506    0.00032629498
       0.22686129    0.00028762591    0.00033371216
       0.22744752    2.3329417e-05    0.00034084474
       0.22803374    0.00020033801    0.00033644955
       0.22861997    0.00015670906    0.00035744001
       0.22920618    0.00023826526    0.00034808426
       0.22979239    0.00018728873    0.00035240096
       0.23037859    0.00015874772    0.00035104577
       0.23096479    0.00025624218    0.00037558498
       0.23155098    0.00010263400    0.00036608452
       0.23213717    0.00021155791    0.00037145444
       0.23272335    7.9296749e-05    0.00037258273
       0.23330952    0.00034571782    0.00037461666
       0.23389569    4.7995231e-05    0.00038384195
       0.23448185   -0.00010174639    0.00038841620
       0.23506801    0.00028742520    0.00038694265
       0.23565416    0.00032539152    0.00039949690
       0.23624030    8.7384836e-05    0.00040635888
       0.23682644    0.00017447828    0.00040422023
       0.23741258    0.00022525630    0.00040459635
       0.23799870    0.00030934109    0.00042335580
       0.23858483    0.00024912403    0.00041774930
       0.23917094    6.6826101e-05    0.00044148240
       0.23975705    0.00038550583    0.00044186777
       0.24034315    0.00011565396    0.00045535153
       0.24092925    0.00020762548    0.00047244649
       0.24151534    0.00042671145    0.00045359772
       0.24210143    0.00036835347    0.00045756172
       0.24268751   -8.5073628e-05    0.00053123056
       0.24327358   -6.5821114e-05    0.00049004525
       0.24385965    0.00010303971    0.00049473846
       0.24444571   -7.8921773e-05    0.00049963021
       0.24503177    0.00013949808    0.00051634498
       0.24561781    0.00030036975    0.00053489285
       0.24620386    0.00015824918    0.00054969154
       0.24678989   -7.3295729e-05    0.00055260296
       0.24737593    0.00046947366    0.00060370327
       0.24796195    0.00021711776    0.00057859690
       0.24854797    3.2512007e-05    0.00060891215
       0.24913398    0.00020461718    0.00064676179
       0.24971999    0.00035224508    0.00064634116
       0.25030599    0.00038658270    0.00063910128
       0.25089198    0.00031574305    0.00062364501
       0.25147797    0.00022485763    0.00062294317
       0.25206395    0.00025697107    0.00066459504
       0.25264992    0.00028527171    0.00068561215
       0.25323589   -5.2836169e-05    0.00071461940
       0.25382185    0.00035622907    0.00071427805
       0.25440781    0.00016825047    0.00067566567
       0.25499376    0.00037244028    0.00067407731
       0.25557970    0.00026168006    0.00074085719
       0.25616564   -0.00030498415    0.00078061171
       0.25675157    0.00051199347    0.00076335619
       0.25733750    0.00037166465    0.00077092262
       0.25792341    0.00028738444    0.00076411268
       0.25850932   -1.9653322e-06    0.00078644342
       0.25909523   -0.00018802332     0.0011547778
       0.25968113    0.00054564329    0.00081445254
       0.26026702    0.00030035889    0.00087311561
       0.26085290    0.00062553368    0.00091715767
       0.26143878    0.00027641044    0.00089625282
       0.26202466   -7.6023839e-05    0.00095276934
       0.26261052    0.00039195672     0.0010019731
       0.26319638   -0.00024039010    0.00096519140
       0.26378223    0.00010152393     0.0010355887
       0.26436808   -2.2884860e-05     0.0011722683
       0.26495392    0.00025033541     0.0013301915
       0.26553975    0.00080700179     0.0023065921
