0	0.60891	0
0.002	0.61701	0
0.004	0.61335	0
0.006	0.60608	0.0060578
0.008	0.59605	0.0052653
0.01	0.5834	0.0051245
0.012	0.5683	0.0052299
0.014	0.55095	0.0048232
0.016	0.53159	0.0050408
0.018	0.51048	0.004917
0.02	0.48787	0.0047555
0.022	0.46419	0.005182
0.024	0.43755	0.0048502
0.026	0.41263	0.00489
0.028	0.38758	0.0048524
0.03	0.36648	0.0046247
0.032	0.34539	0.004603
0.034	0.32586	0.0046534
0.036	0.3072	0.0044203
0.038	0.28943	0.0044155
0.04	0.27285	0.0041597
0.042	0.25755	0.004071
0.044	0.24307	0.004124
0.046	0.22969	0.003875
0.048	0.21799	0.0038061
0.05	0.20638	0.0036705
0.052	0.19594	0.0036339
0.054	0.18637	0.0035592
0.056	0.17771	0.0035193
0.058	0.17003	0.0033171
0.06	0.16238	0.0032313
0.062	0.15608	0.0033113
0.064	0.14978	0.0032885
0.066	0.14392	0.0031246
0.068	0.13822	0.002923
0.07	0.13344	0.0030334
0.072	0.12854	0.0028386
0.074	0.12383	0.0028971
0.076	0.11949	0.0029006
0.078	0.11534	0.0027221
0.08	0.11113	0.0025867
0.082	0.10683	0.0025622
0.084	0.10269	0.0025118
0.086	0.099351	0.0024489
0.088	0.095995	0.002404
0.09	0.09233	0.0023726
0.092	0.088688	0.0023351
0.094	0.085696	0.0022393
0.096	0.082584	0.0021672
0.098	0.079567	0.0020825
0.1	0.076658	0.0019546
0.102	0.073579	0.0016865
0.104	0.070962	0.0016011
0.106	0.06853	0.0015196
0.108	0.066047	0.0014537
0.11	0.063848	0.0013793
0.112	0.061614	0.0014192
0.114	0.059453	0.001401
0.116	0.057292	0.0012811
0.118	0.055296	0.0012454
0.12	0.053588	0.0012344
0.122	0.051618	0.0012235
0.124	0.04972	0.0011105
0.126	0.047891	0.0010132
0.128	0.046314	0.0010352
0.13	0.04459	0.00098067
0.132	0.043061	0.00095741
0.134	0.041623	0.00098531
0.136	0.040311	0.00088158
0.138	0.038993	0.00088885
0.14	0.037516	0.00083445
0.142	0.036206	0.0008463
0.144	0.03494	0.00075878
0.146	0.033616	0.00083429
0.148	0.032319	0.00079747
0.15	0.031208	0.0007066
0.152	0.029979	0.0007093
0.154	0.028834	0.00064406
0.156	0.027739	0.00073263
0.158	0.026742	0.00063143
0.16	0.025741	0.00062353
0.162	0.024782	0.00058893
0.164	0.023801	0.00059894
0.166	0.022904	0.00056413
0.168	0.022097	0.00054571
0.17	0.021254	0.00047442
0.172	0.02045	0.0005247
0.174	0.019606	0.00048892
0.176	0.018864	0.00050539
0.178	0.01818	0.00045015
0.18	0.017524	0.00047165
0.182	0.016855	0.00036862
0.184	0.016222	0.00045122
0.186	0.015618	0.00038426
0.188	0.015024	0.00040689
0.19	0.014477	0.00037405
0.192	0.013914	0.00035854
0.194	0.013365	0.00035625
0.196	0.012833	0.00035436
0.198	0.012377	0.00029474
0.2	0.011855	0.00033223
0.202	0.0114	0.00030315
0.204	0.010941	0.00024872
0.206	0.010454	0.00029512
0.208	0.010091	0.00029183
0.21	0.0097183	0.00029908
0.212	0.0093063	0.00028788
0.214	0.0089408	0.00031061
0.216	0.0085787	0.00026689
0.218	0.0082346	0.00024394
0.22	0.0079444	0.00022875
0.222	0.0076161	0.00024708
0.224	0.0073123	0.00026546
0.226	0.0069777	0.00022533
0.228	0.0067417	0.00024561
0.23	0.0064136	0.00021858
0.232	0.0062731	0.00021481
0.234	0.0059419	0.00023603
0.236	0.0057353	0.00021546
0.238	0.0055457	0.00022733
0.24	0.0052837	0.00021462
0.242	0.0050902	0.00021444
0.244	0.0048747	0.00021718
0.246	0.0047425	0.00018777
0.248	0.0045673	0.00018329
0.25	0.0044286	0.00020828
0.252	0.0042276	0.00018802
0.254	0.0040449	0.00018102
0.256	0.0039196	0.00018822
0.258	0.0037936	0.00022032
0.26	0.0036198	0.00021207
0.262	0.0035246	0.00021201
0.264	0.0034432	0.0001602
0.266	0.0033038	0.00015576
0.268	0.0031506	0.00016689
0.27	0.0030675	0.00018122
0.272	0.0029505	0.00017469
0.274	0.0028801	0.00017727
0.276	0.0027978	0.000171
0.278	0.0027092	0.00019515
0.28	0.0026083	0.00016655
0.282	0.0025297	0.00015935
0.284	0.0024459	0.00014277
0.286	0.0024539	0.00015277
0.288	0.0023354	0.00020448
0.29	0.0023236	0.00017291
0.292	0.0022882	0.00014663
0.294	0.0022331	0.00018536
0.296	0.0021952	0.00015174
0.298	0.0021436	0.00015459
0.3	0.0021074	0.00014833
