0.000184927 0 0
0.000832416 0 0
0.00147991 0 0
0.00212739 0 0
0.00277488 0 0
0.00342237 0 0
0.00406986 0 0
0.00471735 0 0
0.00536484 0 0
0.00601233 0 0
0.00665982 0 0
0.00730731 0 0
0.0079548 0 0
0.00860229 6757.67 85.8464
0.00924978 6932.64 23.1
0.00989726 6935.13 22.6892
0.0105448 6813.12 19.8896
0.0111922 6727.59 19.4718
0.0118397 6643.92 18.8345
0.0124872 6579.81 20.8549
0.0131347 6461.84 18.1361
0.0137822 6387.16 17.9697
0.0144297 6317.38 16.452
0.0150772 6252.18 14.945
0.0157247 6198.1 14.225
0.0163722 6092.39 14.0753
0.0170196 6018.72 14.2709
0.0176671 5953.88 13.1282
0.0183146 5874.71 13.5253
0.0189621 5776.98 12.4516
0.0196096 5725.36 12.3912
0.0202571 5659.13 11.6944
0.0209046 5603.28 11.5965
0.0215521 5511.42 12.5991
0.0221996 5431.84 11.4825
0.022847 5384.56 12.6065
0.0234945 5300 11.0465
0.024142 5232.55 11.1679
0.0247895 5161.87 10.856
0.025437 5085.14 10.7536
0.0260845 5012.2 10.9406
0.026732 4948.05 10.4604
0.0273795 4867.21 10.327
0.028027 4799.07 9.9107
0.0286744 4734.84 9.10511
0.0293219 4662.31 8.53776
0.0299694 4579.81 9.13575
0.0306169 4506.22 8.9631
0.0312644 4421.28 9.28378
0.0319119 4367.52 8.88521
0.0325594 4280.67 8.93763
0.0332069 4197.37 9.04019
0.0338544 4133.62 8.59522
0.0345019 4075.6 8.7734
0.0351493 3993.68 7.91034
0.0357968 3915.78 8.19313
0.0364443 3835.35 7.89975
0.0370918 3768.15 7.87086
0.0377393 3707.43 7.57918
0.0383868 3642.24 6.99233
0.0390343 3553.44 6.99363
0.0396818 3479.28 6.87289
0.0403293 3410.61 6.59414
0.0409767 3350.14 6.66924
0.0416242 3270.87 6.57662
0.0422717 3211.92 6.4375
0.0429192 3148.4 6.60124
0.0435667 3078.83 6.76415
0.0442142 2999.01 6.45989
0.0448617 2942.23 6.35624
0.0455092 2882.69 6.21843
0.0461567 2820.15 6.01855
0.0468041 2756.54 5.97958
0.0474516 2685.49 5.63802
0.0480991 2628.98 5.14754
0.0487466 2563.37 5.28105
0.0493941 2508.99 5.4499
0.0500416 2461.22 5.12415
0.0506891 2402.28 4.84041
0.0513366 2343.6 4.90952
0.0519841 2299.12 4.90116
0.0526315 2248.39 5.15141
0.053279 2190.63 5.10172
0.0539265 2136.46 4.92079
0.054574 2087.64 4.76164
0.0552215 2033.56 4.4419
0.055869 1999.89 4.51913
0.0565165 1949.87 4.62349
0.057164 1895.97 4.24604
0.0578115 1853.01 4.25241
0.058459 1807.2 4.17826
0.0591064 1775.26 4.13624
0.0597539 1730.52 4.16787
0.0604014 1691.41 4.14871
0.0610489 1655.91 4.04291
0.0616964 1607.78 3.90541
0.0623439 1570.11 3.77992
0.0629914 1533.38 3.58719
0.0636389 1511.41 3.73841
0.0642864 1473.31 3.54439
0.0649338 1428.61 3.46279
0.0655813 1402.26 3.55429
0.0662288 1367.33 3.40417
0.0668763 1331.92 3.47777
0.0675238 1308.31 3.58195
0.0681713 1275.77 3.53104
0.0688188 1243.54 3.3175
0.0694663 1221.84 3.69168
0.0701138 1187.89 3.23286
0.0707612 1168.15 3.14727
0.0714087 1147.06 3.07533
0.0720562 1117.62 2.88538
0.0727037 1090.68 2.8613
0.0733512 1073.27 2.91808
0.0739987 1054.41 2.79802
0.0746462 1025.37 2.8567
0.0752937 994.738 2.7773
0.0759412 976.515 2.99004
0.0765886 956.653 2.70319
0.0772361 934.047 2.6721
0.0778836 916.007 2.68763
0.0785311 897.39 2.70496
0.0791786 882.34 2.6051
0.0798261 865.278 2.58511
0.0804736 846.079 2.43707
0.0811211 822.066 2.50517
0.0817686 810.69 2.53857
0.0824161 791.25 2.62706
0.0830635 776.524 2.4992
0.083711 759.98 2.48207
0.0843585 750.173 2.44012
0.085006 733.009 2.51202
0.0856535 723.126 2.37196
0.086301 702.767 2.40047
0.0869485 693.625 2.35186
0.087596 683.187 2.26151
0.0882435 667.669 2.2231
0.0888909 661.391 2.30179
0.0895384 647.854 2.25864
0.0901859 634.473 2.27712
0.0908334 620.979 2.35841
0.0914809 609.222 2.22461
0.0921284 600.685 2.21406
0.0927759 583.298 2.16849
0.0934234 578.386 2.24677
0.0940709 570.112 2.20691
0.0947183 563.973 2.21135
0.0953658 558.819 2.10418
0.0960133 545.306 2.09155
0.0966608 537.46 2.06874
