0	0.088008	0
0.002	0.12989	0
0.004	0.13232	0.024642
0.006	0.13166	0.0060767
0.008	0.13075	0.0045942
0.01	0.12958	0.0034031
0.012	0.12818	0.0025361
0.014	0.12654	0.0019651
0.016	0.12466	0.0014575
0.018	0.12258	0.0013604
0.02	0.12029	0.0013683
0.022	0.11781	0.0011884
0.024	0.11515	0.0011662
0.026	0.11227	0.00086877
0.028	0.10895	0.0011676
0.03	0.10615	0.0010816
0.032	0.102	0.00094415
0.034	0.099455	0.00092455
0.036	0.095874	0.0011447
0.038	0.092386	0.001092
0.04	0.089252	0.00095958
0.042	0.086174	0.00095004
0.044	0.08329	0.00081841
0.046	0.080144	0.0010015
0.048	0.076941	0.00085588
0.05	0.073735	0.00096271
0.052	0.070602	0.00084961
0.054	0.068195	0.00084861
0.056	0.06529	0.00085724
0.058	0.062687	0.0008594
0.06	0.059883	0.00089823
0.062	0.058024	0.00076284
0.064	0.055137	0.00074971
0.066	0.052879	0.00072033
0.068	0.050611	0.00082962
0.07	0.048377	0.00071337
0.072	0.046338	0.00075123
0.074	0.044616	0.0006789
0.076	0.042834	0.00064013
0.078	0.040826	0.00060158
0.08	0.038728	0.0006918
0.082	0.037223	0.00061613
0.084	0.035878	0.00063991
0.086	0.034286	0.00057388
0.088	0.032887	0.00055253
0.09	0.031587	0.00055029
0.092	0.030156	0.00049482
0.094	0.029207	0.00052343
0.096	0.027877	0.00046344
0.098	0.026634	0.00041739
0.1	0.02573	0.00042359
0.102	0.024647	0.0004234
0.104	0.023694	0.000424
0.106	0.022815	0.00040493
0.108	0.021922	0.00038134
0.11	0.02107	0.000413
0.112	0.020395	0.00036658
0.114	0.019597	0.00031629
0.116	0.018923	0.0003352
0.118	0.018181	0.00034312
0.12	0.017535	0.00038466
0.122	0.01676	0.00034237
0.124	0.016196	0.00031449
0.126	0.015528	0.00031195
0.128	0.014998	0.00027322
0.13	0.014317	0.00034407
0.132	0.013935	0.00029055
0.134	0.013232	0.00028632
0.136	0.012724	0.00028494
0.138	0.012236	0.00030843
0.14	0.011734	0.00027009
0.142	0.011174	0.00029826
0.144	0.010835	0.00029285
0.146	0.010398	0.00025988
0.148	0.0099445	0.00023184
0.15	0.0094347	0.00027165
0.152	0.0090879	0.00024138
0.154	0.0086399	0.00022603
0.156	0.0083213	0.00024341
0.158	0.0078968	0.00026151
0.16	0.0076017	0.00021771
0.162	0.0072455	0.00022755
0.164	0.0069464	0.00022876
0.166	0.0065855	0.00021519
0.168	0.0063271	0.00021617
0.17	0.0060033	0.00019289
0.172	0.005729	0.00018875
0.174	0.0054618	0.00020188
0.176	0.0051988	0.00019058
0.178	0.0050139	0.00018361
0.18	0.0048558	0.00017944
0.182	0.0046018	0.00021376
0.184	0.0043527	0.00019138
0.186	0.0042525	0.00018001
0.188	0.0039821	0.00019169
0.19	0.003883	0.00018365
0.192	0.0037249	0.00015036
0.194	0.0035964	0.00017497
0.196	0.0034169	0.00019945
0.198	0.0032741	0.00019925
0.2	0.0031703	0.00020544
0.202	0.0030723	0.00015444
0.204	0.002917	0.0001442
0.206	0.0028297	0.00016074
0.208	0.0027085	0.00018052
0.21	0.0025857	0.00018067
0.212	0.0025008	0.00016121
0.214	0.0024597	0.00016217
0.216	0.0022949	0.0001557
0.218	0.0022569	0.0001602
0.22	0.0021889	0.00015019
0.222	0.0021051	0.00018403
0.224	0.0020209	0.00015149
0.226	0.0019163	0.00015799
0.228	0.001902	0.00016847
0.23	0.0018384	0.00017615
0.232	0.0017405	0.00015688
0.234	0.0017108	0.000165
0.236	0.001656	0.00015268
0.238	0.001617	0.00016012
0.24	0.0015262	0.00015042
0.242	0.0015054	0.00014579
0.244	0.0014077	0.0001672
0.246	0.0014087	0.00016277
0.248	0.0013609	0.0001612
0.25	0.0013301	0.00018382
0.252	0.0012649	0.0001672
0.254	0.001313	0.00016484
0.256	0.0012548	0.00015105
0.258	0.0011819	0.00017861
0.26	0.0011392	0.00016202
0.262	0.0011189	0.00014839
0.264	0.0011022	0.00014538
0.266	0.0011141	0.00015897
0.268	0.0010307	0.00014435
0.27	0.0010086	0.00014651
0.272	0.00099332	0.0001714
0.274	0.00096073	0.00015014
0.276	0.00093814	0.00018411
0.278	0.00090257	0.00014273
0.28	0.00093756	0.0001383
0.282	0.00091519	0.0001604
0.284	0.00083405	0.00014132
0.286	0.00079875	0.00012929
0.288	0.00083862	0.00014455
0.29	0.00081958	0.00015902
0.292	0.0007734	0.00013282
0.294	0.0007492	0.0001455
0.296	0.00074344	0.00013479
0.298	0.00075394	0.00014257
0.3	0.00072334	0.00014595
