0.00731248	0.273752	0.020563
0.00802313	0.279597	0.0146727
0.00878462	0.294881	0.0141372
0.00953665	0.25125	0.0129155
0.0102761	0.250528	0.0125203
0.0110115	0.263668	0.0119325
0.0117551	0.225401	0.0111139
0.0124992	0.246544	0.0110436
0.0132474	0.223247	0.0102362
0.0139876	0.23712	0.0103789
0.0147372	0.236487	0.0097106
0.0154947	0.215471	0.00945244
0.0162292	0.216602	0.00958355
0.0169735	0.208395	0.00883408
0.0177304	0.199707	0.00887859
0.0184863	0.214288	0.00847122
0.0192385	0.192094	0.00839314
0.0199845	0.185529	0.00834999
0.0207278	0.186097	0.00803105
0.0214705	0.201206	0.00811314
0.0222217	0.195724	0.00762166
0.0229732	0.18943	0.00770805
0.0237107	0.172444	0.00765408
0.0244545	0.168051	0.00733525
0.025206	0.165237	0.00743607
0.025957	0.164411	0.00709288
0.0267109	0.162893	0.00713355
0.0274635	0.165326	0.00693759
0.0282145	0.159739	0.00684831
0.0289569	0.162543	0.00691927
0.0296909	0.154433	0.00668046
0.030439	0.143583	0.00662303
0.0311859	0.131788	0.00655659
0.0319307	0.145073	0.00642561
0.032686	0.136066	0.00637472
0.0334397	0.136571	0.00621262
0.0341834	0.135852	0.00633841
0.0349266	0.131934	0.0060594
0.0356774	0.115604	0.00612865
0.0364232	0.12343	0.0060103
0.0371711	0.121334	0.00588334
0.0379224	0.104373	0.00594103
0.0386672	0.113047	0.00577834
0.0394116	0.101896	0.00586486
0.0448128	0.085818921	0.00115609
0.0489454	0.070783361	0.0011246
0.0530261	0.060146561	0.00106952
0.0572572	0.04661489	0.000997173
0.06152	0.040582162	0.000980566
0.0657164	0.032616307	0.000937564
0.069841	0.027384996	0.000928723
0.074044	0.023123628	0.000863751
0.0782964	0.019603955	0.000864381
0.0824225	0.017048353	0.000845489
0.0865687	0.010984712	0.000816698
0.0907804	0.010688976	0.000793665
0.0949819	0.01087184	0.000776021
0.0991626	0.008582169	0.000761463
0.103297	0.006168779	0.000752179
0.107507	0.006020817	0.000715039
0.111759	0.004807601	0.000718881
0.115918	0.004684602	0.000703565
0.120109	0.003518897	0.000689877
0.124348	0.004413995	0.000669581
0.128546	0.004044466	0.00067341
0.132694	0.00351133	0.000656465
0.136914	0.003262273	0.000643134
0.141131	0.003437847	0.00063731
0.145304	0.002651123	0.000631981
0.149473	0.003418867	0.000619981
0.153673	0.002859803	0.000606259
0.157867	0.001306975	0.000606345
0.162003	0.003540603	0.000598936
0.1662	0.001768689	0.000582996
0.170386	0.002318424	0.000584199
0.174557	0.001562912	0.000572535
0.178713	0.002936843	0.000573336
0.182882	0.002613251	0.000554615
0.187091	0.002216421	0.000555853
0.191231	0.002268176	0.000552599
0.19544	0.001638954	0.000533672
0.199653	0.002271212	0.000538043
0.203811	0.001225049	0.000530219
0.208028	0.000428112	0.000520148
0.21225	0.002366123	0.000518601
0.216435	0.001175632	0.000514571
0.220604	0.001624838	0.000509894
0.224789	0.001983176	0.000503584
0.229021	0.001054732	0.000495717
0.233217	0.001259929	0.000496845
0.237382	0.001153417	0.000490543
0.241612	0.0009279	0.000481122
0.24582	0.001147002	0.000483932
0.249987	0.001782473	0.000476935
