qcap_avg_bsub	rcap_avg_bsub	scap_avg_bsub
0	NAN	NAN
0.000519894	NAN	NAN
0.00103979	NAN	NAN
0.00155968	NAN	NAN
0.00207958	NAN	NAN
0.00259947	NAN	NAN
0.00311936	NAN	NAN
0.00363926	NAN	NAN
0.00415915	NAN	NAN
0.00467905	NAN	NAN
0.00519894	NAN	NAN
0.00571883	NAN	NAN
0.00623873	NAN	NAN
0.00675862	NAN	NAN
0.00727851	NAN	NAN
0.00779841	0.202957447608381	5.46091185150309e-05
0.0083183	0.200318702009595	4.93740017013223e-05
0.00883819	0.188408107394249	4.23946372875881e-05
0.00935809	0.175439797591751	3.94964315220565e-05
0.00987798	0.162329497121537	3.7485573956643e-05
0.0103979	0.150533663100937	3.51235161774801e-05
0.0109178	0.138178516416834	3.08442016320544e-05
0.0114377	0.12651661890875	3.03577348068722e-05
0.0119575	0.115258324634916	2.96451699923854e-05
0.0124774	0.104855563715142	2.74042679306638e-05
0.0129973	0.0943406706695522	2.43356745830649e-05
0.0135172	0.0843374202601802	2.24913954298613e-05
0.0140371	0.0756440705632825	2.19170611954613e-05
0.014557	0.0677633767874934	2.05157321505481e-05
0.0150769	0.0601752315182248	1.79645938613657e-05
0.0155968	0.052923987444396	1.7099238638655e-05
0.0161167	0.0460986237143987	1.52913055114618e-05
0.0166366	0.0399130347174123	1.45153380352366e-05
0.0171565	0.0342944276590503	1.34247126142236e-05
0.0176763	0.0292217700990023	1.1865735750218e-05
0.0181962	0.0247132951928601	1.16012021761691e-05
0.0187161	0.0207348135858188	1.03298498594631e-05
0.019236	0.0173503068700099	9.72255388331194e-06
0.0197559	0.0142264927889399	8.50846650128976e-06
0.0202758	0.0115885360141517	8.05495941058378e-06
0.0207957	0.00950487563747853	7.81623860098636e-06
0.0213156	0.007724372143354	6.83188344574343e-06
0.0218355	0.00632938846464435	6.54284493903267e-06
0.0223553	0.00524196239359231	5.98276844868708e-06
0.0228752	0.0044718196232836	5.9133415566823e-06
0.0233951	0.00397960204500096	5.77347558745389e-06
0.023915	0.00372473247408286	5.43449238795404e-06
0.0244349	0.00367409975099016	5.43567948381576e-06
0.0249548	0.00377708057720444	5.23435610320259e-06
0.0254746	0.0040346370242625	5.33141411821065e-06
0.0259945	0.00440898858544299	5.1223841313115e-06
0.0265144	0.00484697163008682	5.31046762149478e-06
0.0270343	0.00533254073616401	5.4868904304109e-06
0.0275542	0.0058557018920938	5.30852215105416e-06
0.0280741	0.00637276380436228	5.56707292922127e-06
0.0285939	0.00689669018185748	5.26876223240359e-06
0.0291138	0.00739493619714388	5.5723805832702e-06
0.0296337	0.00781251899966792	5.51748849171258e-06
0.0301536	0.00818981996191006	5.54509619951956e-06
0.0306735	0.00853383843199374	5.56410115722244e-06
0.0311933	0.00879993812470968	5.43917982592158e-06
0.0317132	0.00897936492455401	5.47742938145e-06
0.0322331	0.00907890426344745	5.45823246956082e-06
0.032753	0.00915383055314303	5.40941516848641e-06
0.0332729	0.00913295897087605	5.4829407031104e-06
0.0337927	0.00900544919017237	5.16997830262799e-06
0.0343126	0.00882687750924443	5.33611829134325e-06
0.0348325	0.00859119578264287	5.13834920513137e-06
0.0353524	0.00830922189729033	4.9287823085727e-06
0.0358722	0.007970213530729	5.06691499192593e-06
0.0363921	0.00759756738606002	4.80843542459154e-06
0.036912	0.00720547698056173	4.84773471002175e-06
0.0374319	0.00676048303763523	4.48680882490023e-06
0.0379517	0.0063014473956447	4.47808571137532e-06
0.0384716	0.00584126046555883	4.40422223120353e-06
0.0389915	0.00536421325371409	4.24865126486715e-06
0.0395113	0.00489857834125218	4.14117359565388e-06
0.0400312	0.00444505468577148	3.98672858054369e-06
0.0405511	0.00401877768629863	3.98376721443708e-06
0.0410709	0.00360390429522828	3.81817996109459e-06
0.0415908	0.00320820009841005	3.65338740952052e-06
0.0421107	0.00284634036301239	3.64868014464729e-06
0.0426305	0.00251847682370352	3.4540521412544e-06
0.0431504	0.00224576570615778	3.500567500969e-06
0.0436703	0.00199923589617156	3.34250069308649e-06
0.0441901	0.00178409395148425	3.25783720831413e-06
0.04471	0.00161176216837028	3.22931314837214e-06
0.0452299	0.00146639910658521	3.17656228131556e-06
0.0457497	0.00136089360961273	3.23813197362094e-06
0.0462696	0.00128814464236071	3.00765782353261e-06
0.0467894	0.00124951963724333	3.12385644797096e-06
0.0473093	0.00123268526778327	3.05140968879494e-06
0.0478292	0.00123118924603671	3.0400871175334e-06
0.048349	0.00124609112139303	3.03490589704863e-06
0.0488689	0.00129401507240411	2.97881011546015e-06
0.0493887	0.00135495865478082	3.05824828747724e-06
0.0499086	0.00141976470605789	3.01847767304876e-06
0.0504284	0.00148277169512286	2.95982800566245e-06
0.0509483	0.00154499673829775	3.02665311485815e-06
0.0514681	0.0016129117808298	2.94947960375929e-06
0.051988	0.00169021245991502	3.0513825131604e-06
0.0525078	0.00176285823567052	2.92581375414805e-06
0.0530277	0.00181304196659347	2.98157660237366e-06
0.0535475	0.00185576378288832	3.04088441570465e-06
0.0540674	0.00190390025887895	2.92968682486811e-06
0.0545872	0.00193403469536844	2.99937343677858e-06
0.0551071	0.00194953460922009	2.88758524905675e-06
0.0556269	0.00196206878998863	2.93775155559868e-06
0.0561468	0.00195006216510886	2.95363560077101e-06
0.0566666	0.00192787342336979	2.90683489388175e-06
0.0571865	0.00189713121078314	2.89222733485775e-06
0.0577063	0.00184755121950822	2.81659581852733e-06
0.0582261	0.00180010789465335	2.84392041686745e-06
0.058746	0.00174486715031045	2.80581555206188e-06
0.0592658	0.00167536009014715	2.73280464983882e-06
0.0597857	0.00160098531547836	2.76579725406756e-06
0.0603055	0.0015301176172319	2.76114395743421e-06
0.0608253	0.00145612713693465	2.70668647595413e-06
0.0613452	0.00136727021130637	2.66249503535964e-06
0.061865	0.00128443859071667	2.64021923411489e-06
0.0623848	0.00120111021967253	2.63297488270331e-06
0.0629047	0.00112370761844137	2.64718188153208e-06
0.0634245	0.00104829511696859	2.56781394677167e-06
0.0639443	0.000973064930121723	2.47100595476534e-06
0.0644642	0.00091055467023755	2.57331218242157e-06
0.064984	0.000855467376356453	2.46924892295532e-06
0.0655038	0.000806357412545691	2.54310298262594e-06
0.0660236	0.000753374751478885	2.43756814968407e-06
0.0665435	0.000705411709731686	2.41676663193567e-06
0.0670633	0.000665568370388551	2.46643995352547e-06
0.0675831	0.000634835885589566	2.38285110983807e-06
0.0681029	0.000607474683985448	2.42447163100643e-06
0.0686228	0.000588198399757999	2.3419362575651e-06
0.0691426	0.000577074549681875	2.36844753607811e-06
0.0696624	0.000570599740371164	2.42575603908496e-06
0.0701822	0.000567671631205303	2.31118525970778e-06
0.070702	0.000559062641705729	2.3484946156947e-06
0.0712218	0.000561395984182326	2.32130319268873e-06
0.0717417	0.000563978961622715	2.33268823045843e-06
0.0722615	0.000568090856036751	2.34995091815061e-06
0.0727813	0.000569707273992079	2.27069234996743e-06
0.0733011	0.000569774863243113	2.3235370465302e-06
0.0738209	0.000576847352646606	2.28926857646909e-06
0.0743407	0.0005836110349479	2.2849947605743e-06
0.0748605	0.000589886315438655	2.2719618077831e-06
0.0753803	0.000585543429021076	2.24578995332921e-06
0.0759001	0.00058642512620796	2.2764692302077e-06
0.0764199	0.000582791956582318	2.2709298085769e-06
0.0769397	0.000581746470626529	2.21971249757719e-06
0.0774595	0.000576149586394157	2.22862417760082e-06
0.0779793	0.00056423602131349	2.22258198937147e-06
0.0784991	0.000555568092211277	2.25427650618599e-06
0.0790189	0.000543953671852444	2.18370736294015e-06
0.0795387	0.000530038063088185	2.21274811529542e-06
0.0800585	0.000509814654866465	2.15125554743561e-06
0.0805783	0.000497788893500772	2.19378038598617e-06
0.0810981	0.00048105433667878	2.1717630792688e-06
0.0816179	0.000460556598025692	2.12174401806548e-06
0.0821377	0.000443999190987546	2.18232346207115e-06
0.0826575	0.000427343627942708	2.13486324639885e-06
0.0831772	0.000400785325940579	2.12747709029307e-06
0.083697	0.000381664372592615	2.0706438981514e-06
0.0842168	0.000369297343377758	2.10105898791077e-06
0.0847366	0.000350207903206326	2.12573688433932e-06
0.0852564	0.000329884713568458	2.07757694333348e-06
0.0857761	0.000322141983066849	2.08179246824874e-06
0.0862959	0.000312319145544252	2.03252514842315e-06
0.0868157	0.000296086505357235	2.08234121059854e-06
0.0873355	0.000283701077963492	2.084252318919e-06
0.0878552	0.000273715767451789	2.0143349708381e-06
0.088375	0.000270221894632323	2.03061929284798e-06
0.0888948	0.000262752818111328	2.0262062820324e-06
0.0894146	0.000260221689370381	2.03945608354283e-06
0.0899343	0.000258717558507831	1.99403871719632e-06
0.0904541	0.000254071256220409	1.99648475464707e-06
0.0909739	0.0002522809934291	2.02416392979311e-06
0.0914936	0.000254401559660043	1.99246394675284e-06
0.0920134	0.00025466807502931	2.01759579178767e-06
0.0925331	0.000258709997344521	1.95777825126066e-06
0.0930529	0.000259695334953984	1.97179261445941e-06
0.0935726	0.000258884707658528	1.99772973967198e-06
0.0940924	0.000261252410781833	1.96545375752953e-06
0.0946122	0.000262466680031188	1.94444860734315e-06
0.0951319	0.000265823475728078	1.93787266036458e-06
0.0956517	0.000268404506150104	1.98918670870961e-06
0.0961714	0.000269662220883326	1.94352402352573e-06
0.0966912	0.000268748704798698	1.91752243774459e-06
0.0972109	0.000264318850012788	1.94182093312906e-06
0.0977306	0.000265503258449945	1.92931161908039e-06
0.0982504	0.000259092824756507	1.94308756123003e-06
0.0987701	0.000252545618182066	1.92324142984546e-06
0.0992899	0.00024981457962207	1.89394462035669e-06
0.0998096	0.000245709929927137	1.93492186182847e-06
0.100329	0.000235571108762815	1.87574158680177e-06
0.100849	0.000236598244363905	1.91494796892467e-06
0.101369	0.000232615521145475	1.87430438658865e-06
0.101889	0.000228079541221246	1.87314522350634e-06
0.102408	0.000221134615195745	1.88976218168959e-06
0.102928	0.000215037399753157	1.86103609077509e-06
0.103448	0.000204536189381052	1.88139457112518e-06
0.103967	0.000197274123994964	1.83233673976582e-06
0.104487	0.000186992294495028	1.87634850280958e-06
0.105007	0.000185612944576857	1.87160033703053e-06
0.105527	0.00018027387290751	1.80670104453258e-06
0.106046	0.000171841854629989	1.84954060751192e-06
0.106566	0.000172338300606378	1.8107369509577e-06
0.107086	0.000166490884653145	1.85086418338308e-06
0.107605	0.000158854606916852	1.82189411738441e-06
0.108125	0.000161509793952908	1.80592831727717e-06
0.108645	0.000159145186799935	1.81924341213166e-06
0.109165	0.000159281032443055	1.81360858234428e-06
0.109684	0.000157346719055348	1.78878170352746e-06
