qcap_avg_bsub	rcap_avg_bsub	scap_avg_bsub
0.110204	0.00016054015729441	1.79663967988735e-06
0.110724	0.000161366528353125	1.79126538916169e-06
0.111243	0.00016193410226737	1.79140904926383e-06
0.111763	0.000159867875904705	1.80434436495975e-06
0.112283	0.000164969052974819	1.76442536334793e-06
0.112802	0.000163139643976109	1.7707650457007e-06
0.113322	0.00016118263798398	1.78414716535217e-06
0.113842	0.000163345705994265	1.76621648369617e-06
0.114362	0.000167336732612292	1.76522392338951e-06
0.114881	0.000170648222974397	1.75888968945854e-06
0.115401	0.000178264896013451	1.74118204829698e-06
0.115921	0.000176975799969552	1.77113494267387e-06
0.11644	0.000180035801660651	1.73593925317012e-06
0.11696	0.000175844706761715	1.75904559091407e-06
0.11748	0.000178285241741541	1.7414855295898e-06
0.117999	0.000179978679415302	1.74513645438698e-06
0.118519	0.000186964247863805	1.72325393796646e-06
0.119039	0.000186778848138137	1.69913527243307e-06
0.119558	0.000184380720308901	1.75590359251805e-06
0.120078	0.000179649957807511	1.73158615575979e-06
0.120598	0.000174617550525297	1.72554921151611e-06
0.121117	0.000175706605878722	1.71328904229478e-06
0.121637	0.000175944374878979	1.68952797116446e-06
0.122157	0.000169580761463144	1.72816045798205e-06
0.122676	0.000167631041401803	1.70506607034252e-06
0.123196	0.000164071379681228	1.6813963314395e-06
0.123716	0.000159177006032761	1.72092035396114e-06
0.124235	0.000155587662363858	1.67262479647975e-06
0.124755	0.000149328474125969	1.71400229225246e-06
0.125275	0.000144910078438015	1.6541548593001e-06
0.125794	0.000140520161463188	1.66457034600291e-06
0.126314	0.000137874467056519	1.68287588140182e-06
0.126833	0.000135550653670054	1.66057843613994e-06
0.127353	0.000125443039623493	1.69390251647904e-06
0.127873	0.000122738122584442	1.62628875947674e-06
0.128392	0.000121541754559692	1.66292057122581e-06
0.128912	0.000114900464404866	1.67114073021609e-06
0.129432	0.00010859840062874	1.65164342077674e-06
0.129951	0.00011044923922411	1.65785396529424e-06
0.130471	0.000108443534615951	1.63190083988461e-06
0.130991	0.000106455843113713	1.64293760407905e-06
0.13151	0.000107161091374506	1.63587258182097e-06
0.13203	0.000108404406223376	1.62375742589831e-06
0.132549	0.000107468130690238	1.61926618382582e-06
0.133069	0.000104271025578503	1.63307536458518e-06
0.133589	0.000104875246326123	1.63527706656326e-06
0.134108	0.000108761223281239	1.60177475411336e-06
0.134628	0.000110970793046515	1.62052475287758e-06
0.135147	0.000112722470988293	1.61065134246183e-06
0.135667	0.000113792906104146	1.6104006989925e-06
0.136187	0.000113421288233294	1.60931321103493e-06
0.136706	0.000112519899635307	1.60313182413486e-06
0.137226	0.0001156166545167	1.61141458355165e-06
0.137745	0.000119931028463547	1.58128733224633e-06
0.138265	0.000126558370513182	1.59873584266186e-06
0.138785	0.000124635665319798	1.60169347539861e-06
0.139304	0.000130293906813672	1.57837561201212e-06
0.139824	0.000136855535772568	1.59607915864571e-06
0.140343	0.000138775572062081	1.59033460633495e-06
0.140863	0.000141039970751516	1.57212973198789e-06
0.141383	0.000139678444852256	1.57313991332406e-06
0.141902	0.00014520218991973	1.58219776671381e-06
0.142422	0.000146829428436218	1.59149890674262e-06
0.142941	0.000152005634766813	1.55461891608659e-06
0.143461	0.000151761294861609	1.5745461933191e-06
0.14398	0.00015004187173072	1.55812423752459e-06
0.1445	0.000156947284088437	1.56852836371899e-06
0.14502	0.000157787077773141	1.56298568265903e-06
0.145539	0.000157169913457571	1.54770061826023e-06
0.146059	0.000158785984614668	1.56511613328491e-06
0.146578	0.000156724503087571	1.55079236968699e-06
0.147098	0.000155253118848702	1.5530552830782e-06
0.147617	0.00015868206990575	1.53264902459497e-06
0.148137	0.00015944166145425	1.53985886388111e-06
0.148656	0.00015591604696328	1.55543045945918e-06
0.149176	0.000153747681748197	1.5322437315213e-06
0.149696	0.000149582014082845	1.53704091789847e-06
0.150215	0.000149958467500192	1.52480189805019e-06
0.150735	0.000148009078501117	1.51288788502148e-06
0.151254	0.000148927421257322	1.55829121618325e-06
0.151774	0.000147012476945137	1.49364456221229e-06
0.152293	0.000144037965090677	1.52223906764699e-06
0.152813	0.000139947907830178	1.51710556679952e-06
0.153332	0.000134149967784089	1.52111249045689e-06
0.153852	0.00013168829584147	1.5017243048742e-06
0.154371	0.000131371214484944	1.49882097035516e-06
0.154891	0.000127013957152537	1.52232303542854e-06
0.15541	0.000122914042358474	1.50615682841719e-06
0.15593	0.000120446550460944	1.50063535033357e-06
0.156449	0.000120100309596381	1.49847065078417e-06
0.156969	0.00011920469174322	1.47299789912067e-06
0.157488	0.000119469506727494	1.50531347367692e-06
0.158008	0.000117235290376122	1.49343687431577e-06
0.158527	0.000116271419776185	1.46710437668249e-06
0.159047	0.000114186757499359	1.49160005345849e-06
0.159566	0.000114059477675687	1.47477344399311e-06
0.160086	0.000111280674217945	1.49149493257224e-06
0.160605	0.000110739592720171	1.44221788141918e-06
0.161125	0.000108302740877536	1.48098080629139e-06
0.161644	0.000112043093703894	1.46715066132991e-06
0.162164	0.000107249010176455	1.47607498014057e-06
0.162683	0.000105119751977684	1.46437149621762e-06
0.163203	0.000104661350453698	1.44121643906842e-06
0.163722	0.000103454796318721	1.45978525861021e-06
0.164242	9.95644804680732e-05	1.46270862912477e-06
0.164761	9.51559994595852e-05	1.45203863213025e-06
0.165281	9.65058956842572e-05	1.44384038587975e-06
0.1658	9.89603706949853e-05	1.45284777207198e-06
0.166319	9.74975422770501e-05	1.45448692564931e-06
0.166839	9.37964780507426e-05	1.44360687149722e-06
0.167358	9.46594426694247e-05	1.42901660008465e-06
0.167878	9.09701046609382e-05	1.43454767633771e-06
0.168397	8.77637829657264e-05	1.45065392356059e-06
0.168917	8.23175481387251e-05	1.42772814761268e-06
0.169436	8.22853437854887e-05	1.42690887442143e-06
0.169956	7.85255516603026e-05	1.41893113561376e-06
0.170475	8.0627104859039e-05	1.41859946136829e-06
0.170994	8.24699585670779e-05	1.43490561907654e-06
0.171514	7.4416244550892e-05	1.41681701372029e-06
0.172033	7.25349390435113e-05	1.42881958580369e-06
0.172553	7.05162573713274e-05	1.42482373882748e-06
0.173072	6.9097855851561e-05	1.39024275914164e-06
0.173592	6.5245906021435e-05	1.41793893264651e-06
0.174111	6.39964723507711e-05	1.40265346078225e-06
0.17463	6.2301483299473e-05	1.41252302941688e-06
0.17515	5.82032772708473e-05	1.41831123107094e-06
0.175669	5.6597158772102e-05	1.3755748440452e-06
0.176189	5.65715270457521e-05	1.40176334068022e-06
0.176708	5.17954971855112e-05	1.38254498877779e-06
0.177227	4.86421792544442e-05	1.39881162945839e-06
0.177747	4.64043606809158e-05	1.40377787426833e-06
0.178266	4.68322972163901e-05	1.36651922209041e-06
0.178786	4.60519736260466e-05	1.40347121323643e-06
0.179305	4.47648459367853e-05	1.36930647032233e-06
0.179824	4.64867114087111e-05	1.38953929575176e-06
0.180344	4.75349249325571e-05	1.37588516882545e-06
0.180863	4.25824625012396e-05	1.37972337962281e-06
0.181383	4.2954955208665e-05	1.38760577826518e-06
0.181902	4.69868039677682e-05	1.36495322212962e-06
0.182421	4.78509724080964e-05	1.36357048799101e-06
0.182941	4.69519403765335e-05	1.36544676876473e-06
0.18346	3.91690669953924e-05	1.36297441782831e-06
0.183979	3.89130340738186e-05	1.37829595544557e-06
0.184499	3.66474019934102e-05	1.34984512057669e-06
0.185018	4.25542157348547e-05	1.37280118013008e-06
0.185537	4.1227336507025e-05	1.34391054319295e-06
0.186057	4.53304328528216e-05	1.36428897034187e-06
0.186576	4.29468128576244e-05	1.36565993316546e-06
0.187095	3.94449379004568e-05	1.3395613649694e-06
0.187615	4.44958528893458e-05	1.36368243727669e-06
0.188134	4.5408029779525e-05	1.34098402553362e-06
0.188653	4.67478742480524e-05	1.36062644070236e-06
0.189173	4.74060963533492e-05	1.33227827844614e-06
0.189692	4.52156992297777e-05	1.33911416030839e-06
0.190211	4.33273163366517e-05	1.34063268569235e-06
0.190731	4.75461551327004e-05	1.34480648290419e-06
0.19125	4.69885439308431e-05	1.33708997711763e-06
0.191769	4.1803758556573e-05	1.3275799560627e-06
0.192289	4.40467068758956e-05	1.3359718946996e-06
0.192808	4.33584934747533e-05	1.33827910000074e-06
0.193327	4.43859295139973e-05	1.33333465344579e-06
0.193847	4.46775442024068e-05	1.32974809083796e-06
0.194366	4.46939438830077e-05	1.31328952579277e-06
0.194885	4.51742955785454e-05	1.33271727462603e-06
0.195405	4.64146370346274e-05	1.32866553490633e-06
0.195924	4.21430431832958e-05	1.31374010683315e-06
0.196443	4.28987701208364e-05	1.32613757634063e-06
0.196962	4.47086725292869e-05	1.31299420140602e-06
0.197482	4.54137012763374e-05	1.33069897944487e-06
0.198001	4.27114082793081e-05	1.30294723805118e-06
0.19852	4.12151571716755e-05	1.30891699124181e-06
0.199039	4.58609516411574e-05	1.31350234286258e-06
0.199559	3.88433488464352e-05	1.30936685965909e-06
0.200078	4.11688123268289e-05	1.30964038224847e-06
0.200597	4.17682221151839e-05	1.29556987325801e-06
0.201117	4.02649099742573e-05	1.3133958458448e-06
0.201636	4.00322920604307e-05	1.29999851238916e-06
0.202155	3.52122210296542e-05	1.2965259167014e-06
0.202674	3.53945572775546e-05	1.30392304898713e-06
0.203194	3.55463633321068e-05	1.28868357791035e-06
0.203713	3.61963328643215e-05	1.30757267498121e-06
0.204232	3.71017159829215e-05	1.2895550628655e-06
0.204751	3.54426732799558e-05	1.28023758410267e-06
0.20527	3.78936808988666e-05	1.30363395350315e-06
0.20579	3.883084294336e-05	1.28525340843113e-06
0.206309	3.61245980665191e-05	1.30294256503766e-06
0.206828	3.69876203570093e-05	1.26754528678242e-06
0.207347	3.86991703548315e-05	1.2867663102283e-06
0.207867	3.92719697322643e-05	1.28720542985197e-06
0.208386	3.98687231193187e-05	1.27102097649501e-06
0.208905	3.75162742336454e-05	1.28931780416251e-06
0.209424	3.53934611687561e-05	1.27072647245355e-06
0.209943	3.49739182117156e-05	1.28513459695575e-06
0.210463	3.78531273454027e-05	1.28119060780574e-06
0.210982	3.79173672018303e-05	1.26303837730167e-06
0.211501	3.84315401911225e-05	1.28392609557643e-06
0.21202	3.91598606536317e-05	1.26296288682557e-06
0.212539	4.23424996714797e-05	1.28085477163925e-06
0.213058	4.26972548922752e-05	1.26559159176496e-06
0.213578	4.28215214166952e-05	1.25787268316958e-06
0.214097	4.17029260235862e-05	1.26615112554293e-06
0.214616	4.02164422348113e-05	1.26522678948346e-06
0.215135	4.27686775987615e-05	1.26708588158119e-06
0.215654	4.17715632098669e-05	1.24556465854239e-06
0.216173	4.35121651625272e-05	1.26744072061257e-06
0.216693	4.21808650890635e-05	1.26419212707875e-06
0.217212	3.84156857513147e-05	1.2674949937829e-06
0.217731	4.30871510040064e-05	1.24540979234278e-06
0.21825	4.42047335049058e-05	1.24892074305325e-06
0.218769	4.43833669262297e-05	1.25025276495343e-06
0.219288	4.36466294311078e-05	1.24381364239177e-06
0.219807	4.15638154538016e-05	1.25100755254024e-06
0.220327	4.09695614541591e-05	1.24515246049318e-06
0.220846	4.12641637951257e-05	1.24120078732982e-06
0.221365	3.76880626987985e-05	1.24884976112534e-06
0.221884	4.11480030613448e-05	1.23459365438578e-06
0.222403	3.9693758469834e-05	1.23804449813528e-06
0.222922	4.06188404094153e-05	1.2415023435183e-06
0.223441	4.04412208828847e-05	1.24650785759147e-06
0.22396	3.75052239272385e-05	1.24240046562553e-06
0.22448	3.40030586235679e-05	1.21571850258773e-06
0.224999	3.6239513620023e-05	1.23740958713249e-06
0.225518	3.95227895961545e-05	1.2238943782724e-06
0.226037	3.70551382748363e-05	1.23804762129595e-06
0.226556	3.62844645280754e-05	1.22908734244242e-06
0.227075	3.50500610693887e-05	1.21908457295557e-06
0.227594	3.39859896952041e-05	1.22685481133923e-06
0.228113	3.79397247669436e-05	1.21392069596023e-06
0.228632	3.34547965636384e-05	1.22383174137289e-06
0.229151	3.36998382380568e-05	1.22148014874645e-06
0.22967	3.33144467702157e-05	1.22099953223208e-06
0.230189	3.17251751804485e-05	1.23040153489289e-06
0.230708	2.99914843423952e-05	1.20036652839437e-06
0.231227	2.87378543327207e-05	1.21755621835849e-06
0.231747	2.66673077719654e-05	1.20875960805181e-06
0.232266	2.89533885586811e-05	1.21275417878507e-06
0.232785	2.83736549872673e-05	1.22900219400019e-06
0.233304	2.97388935734388e-05	1.19141575934735e-06
0.233823	3.03228874083421e-05	1.20233937645511e-06
0.234342	3.13050448371651e-05	1.20286615074559e-06
0.234861	2.84682445801695e-05	1.20801146445456e-06
0.23538	2.65989181699271e-05	1.20655739114421e-06
0.235899	2.8262325022468e-05	1.19715921843121e-06
0.236418	3.23165580981841e-05	1.20914593728019e-06
0.236937	2.9279027340088e-05	1.18942294306562e-06
0.237456	2.78142583592105e-05	1.19290206944821e-06
0.237975	2.70133877741168e-05	1.19768467846107e-06
0.238494	2.89095335228653e-05	1.19451039841758e-06
0.239013	2.70914788552833e-05	1.20571008613217e-06
0.239532	2.66307780033557e-05	1.18477869967052e-06
0.240051	2.56950952613882e-05	1.19608398507778e-06
0.24057	2.97501307810972e-05	1.18241191754814e-06
0.241089	3.25762281401666e-05	1.18756514226381e-06
0.241608	3.02693071670985e-05	1.18781287888951e-06
0.242127	3.02157946594139e-05	1.17853764835588e-06
0.242646	3.04716498735287e-05	1.19540369248105e-06
0.243165	3.16626820502201e-05	1.18087556728678e-06
0.243684	3.6157625258094e-05	1.18096870695976e-06
0.244202	3.56769250106494e-05	1.17443690551063e-06
0.244721	3.56719071681643e-05	1.17707478466927e-06
0.24524	3.2236901278905e-05	1.18661765538762e-06
0.245759	3.34113395955122e-05	1.18027294557545e-06
0.246278	3.17904810319257e-05	1.16825128805511e-06
0.246797	3.34959775391654e-05	1.16857613336169e-06
0.247316	3.22938641249822e-05	1.18227811903289e-06
0.247835	3.29529576933117e-05	1.18296875830769e-06
0.248354	3.20291286236357e-05	1.16017064903221e-06
0.248873	3.2308054483877e-05	1.17378284608099e-06
0.249392	2.9464406745948e-05	1.16430785364642e-06
0.249911	3.17703977659439e-05	1.16932051867994e-06
0.25043	2.99147830297192e-05	1.16079091024414e-06
0.250949	2.87509025137026e-05	1.16087082502132e-06
0.251467	2.87572333283078e-05	1.17598572057481e-06
0.251986	2.94228485045542e-05	1.15373210356943e-06
0.252505	2.82617220064188e-05	1.1778379488511e-06
0.253024	3.19451442337849e-05	1.151384061884e-06
0.253543	3.31632468685151e-05	1.17052260479262e-06
0.254062	2.93823591901107e-05	1.19096544898962e-06
0.254581	2.51141604171673e-05	1.18169508857009e-06
0.2551	2.41562074051837e-05	1.18534619534478e-06
0.255618	2.44845655463508e-05	1.1799266903902e-06
0.256137	2.72535910585943e-05	1.18026751003481e-06
0.256656	3.15956470013266e-05	1.1934774099868e-06
0.257175	3.12861579087936e-05	1.17150682968907e-06
0.257694	3.32624042611183e-05	1.19969110579431e-06
0.258213	3.27400123722292e-05	1.1791160278475e-06
0.258732	2.62590028660644e-05	1.19257290324526e-06
0.25925	2.58237371162232e-05	1.19172774617205e-06
0.259769	2.79058855521448e-05	1.18114325340579e-06
0.260288	2.48499100416744e-05	1.20217813194321e-06
0.260807	2.41143404879917e-05	1.19004915504246e-06
0.261326	2.41814754722701e-05	1.19884369959763e-06
0.261844	2.29375377490363e-05	1.18449750021473e-06
0.262363	2.40565809435148e-05	1.18724815262192e-06
0.262882	2.87861140048698e-05	1.19665598068845e-06
0.263401	2.33028873297359e-05	1.18812874154168e-06
0.26392	2.07998086790033e-05	1.2131833949508e-06
0.264438	2.47567476440466e-05	1.21523917195666e-06
0.264957	2.72872962340971e-05	1.22311288208626e-06
0.265476	2.75428492631069e-05	1.21692286869087e-06
0.265995	2.6550295628972e-05	1.21705527944067e-06
0.266514	2.68465349851665e-05	1.24202976305201e-06
0.267032	2.66902242543384e-05	1.24367488158265e-06
0.267551	2.3945182443265e-05	1.26300667184307e-06
0.26807	2.54683933994873e-05	1.25674699548898e-06
0.268589	2.46859939914644e-05	1.26783288697133e-06
0.269107	2.7644477925693e-05	1.27982499549131e-06
0.269626	2.88249090183313e-05	1.27689923458168e-06
0.270145	2.68567777103709e-05	1.29383938176358e-06
0.270664	2.61863571583173e-05	1.27745742430684e-06
0.271182	2.67751623280001e-05	1.30567032573475e-06
0.271701	2.67398781406496e-05	1.29633952065502e-06
0.27222	2.62799432492657e-05	1.30971217918103e-06
0.272739	2.24387294347978e-05	1.30373281338734e-06
0.273257	2.64074961135279e-05	1.31543484212774e-06
0.273776	2.33791360021002e-05	1.32464106609383e-06
0.274295	2.10246988111783e-05	1.31995472138498e-06
0.274813	2.56283856003726e-05	1.32559326507286e-06
0.275332	2.58999261761529e-05	1.32870142037377e-06
0.275851	2.73951630273268e-05	1.32046916212205e-06
0.276369	2.73117037250603e-05	1.35782810974796e-06
0.276888	2.74535970250214e-05	1.32383731648729e-06
0.277407	2.55502407653177e-05	1.35748166359556e-06
0.277925	2.41878172410155e-05	1.37490512917125e-06
0.278444	1.96880333960155e-05	1.37179336210282e-06
0.278963	2.60851874178581e-05	1.41472072447791e-06
0.279481	2.45871007767298e-05	1.37227799835296e-06
0.28	2.18319864624809e-05	1.42515100317051e-06
